fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2010_P,birth_rate_2010_N,births_2010_N,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
29510,22551,28852,31991,25670,20813,11204,15256,16605,12898,10385,3145,7510,9323,6626,4459,7371,6496,6141,5471,5288,354,586,618,535,366,2873,7037,8800,6173,4148,7326,6438,6088,5423,5261,0.8319360169481234,15.07,4812.0,12.74,3791.0,0.4917446770481914,0.40101432114211666,0.0388525212806363,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
30111,9450,9639,10557,9510,8854,4609,4918,5352,4749,4354,4089,4424,4834,4312,4003,52,37,22,32,12,286,295,259,239,184,3874,4198,4632,4114,3865,44,29,17,22,10,0.4193052079390206,13.16,1947.0,11.22,1829.0,0.8618416672215194,0.004527598375391171,0.05279978693654704,White,White_Competitive,Competitive,False,False,False,False,True,False,False
31055,35363,38775,43758,37435,33976,17498,19799,21828,18481,16821,13384,15864,17571,14860,13518,2754,2479,2543,2224,2153,2371,2335,2548,2491,2060,11331,13865,15367,12691,11734,2665,2379,2458,2147,2077,0.4953325598007767,15.87,8205.0,13.74,7889.0,0.6974612364410727,0.11619085645837493,0.12267917748053504,White,White_Competitive,Competitive,False,False,False,False,True,False,False
31109,21186,30840,24157,19783,17627,10477,14764,11531,9390,8467,9126,13208,10283,8435,7518,465,461,325,285,263,736,826,742,631,505,8522,12501,9651,7892,7070,438,434,305,272,249,0.5012735810718487,14.55,4152.0,11.58,3714.0,0.8419223763486059,0.028331231609920134,0.061622530474989494,White,White_Competitive,Competitive,False,False,False,False,True,False,False
31153,10893,10246,12620,11884,11501,5195,5071,6286,6051,5866,4545,4427,5650,5441,5319,257,281,291,241,210,508,487,505,441,407,4106,4017,5214,5053,4960,239,249,260,225,198,0.3924258496606211,16.13,2562.0,12.83,2423.0,0.8205422794117647,0.04216452205882353,0.08231847426470588,White,White_Republican,Republican,False,False,False,False,False,False,True
32003,131440,128245,148694,145831,146476,63774,62796,73367,71299,71733,44482,44236,52805,51242,51689,8904,7945,8428,7928,7952,24759,21984,23783,23657,23175,22589,24939,31835,30159,30712,7975,7017,7537,7128,7211,0.5744448302847363,13.71,26752.0,10.94,25330.0,0.41903095506647,0.10451070557499686,0.3346347764891884,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
32031,29346,32023,29618,26851,26720,14395,15597,14465,13148,13088,11973,13076,12313,11098,11085,474,475,367,324,248,4386,3794,3769,3616,3582,8030,9668,8890,7793,7802,408,400,307,265,199,0.5301717640665575,12.92,5445.0,10.39,4955.0,0.6098356861837537,0.022494792872020365,0.2587132608192548,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33011,27716,24253,24657,24441,26881,13318,11981,12278,12301,13482,12262,11044,11084,10902,12166,374,312,307,347,333,1038,812,818,840,795,11387,10353,10384,10187,11515,295,256,240,277,266,0.5047262104236707,11.2,4488.0,9.75,4081.0,0.8458424507658643,0.02114332603938731,0.0675601750547046,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33013,10630,8762,8225,7936,9143,5285,4297,3990,3967,4574,4971,4026,3750,3758,4345,89,54,59,44,38,140,87,75,69,69,4851,3952,3686,3696,4288,81,49,56,41,35,0.5593591761184016,9.57,1402.0,8.36,1276.0,0.924922474294108,0.011914476905500244,0.018850987432675045,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33015,19810,15146,14571,14686,18972,9528,7096,7190,7488,9800,9126,6793,6806,7078,9337,81,67,54,56,62,267,197,219,231,253,8884,6619,6617,6871,9106,71,59,46,45,52,0.484572115641198,8.63,2549.0,8.51,2648.0,0.9234408009552677,0.006888950124001102,0.029714338201524755,White,White_Competitive,Competitive,False,False,False,False,True,False,False
33017,10680,12473,7669,7115,7550,5619,6419,3825,3573,3817,5318,6086,3569,3316,3518,64,58,38,31,37,138,167,78,53,59,5205,5951,3502,3270,3468,50,47,33,30,33,0.5791325888980073,10.42,1283.0,8.9,1170.0,0.9208221755808063,0.007961207208511255,0.021567634073966852,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34001,19854,17651,15893,15350,17105,9715,8813,7998,7918,8941,6477,5996,5436,5319,5997,2196,1876,1575,1516,1730,1945,1864,1941,1826,1824,4996,4556,3921,3916,4548,1862,1583,1287,1239,1466,0.5770439692773967,11.97,3285.0,10.74,2823.0,0.5011524930243844,0.16616118727000687,0.22770835860730318,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34003,57558,47472,50726,54121,60261,27825,23125,25514,27774,30963,20707,17290,17856,19007,21293,2293,1906,1985,2165,2368,5617,5076,5558,6265,6084,15991,12924,13069,13650,16027,1785,1483,1559,1666,1880,0.5490928751553872,10.34,9360.0,9.3,8653.0,0.5187991572114693,0.0616125528378679,0.22115346865062227,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34005,30330,26334,26175,25433,28609,14559,11624,12540,12946,14639,10327,8333,9067,9276,10597,3084,2391,2271,2353,2708,1104,1054,1143,1057,1002,9584,7586,8255,8491,9864,2837,2182,2046,2151,2528,0.58894652340885,10.62,4765.0,9.8,4376.0,0.6556723255187281,0.17189436809485314,0.08768526003772568,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34007,36017,32963,34196,32673,33210,17414,16284,17467,16727,17239,11168,10751,11777,11066,11632,4673,4237,4140,4050,3968,3206,3102,3266,2998,2679,8855,8492,9398,8847,9569,4037,3600,3518,3499,3535,0.6817570744145884,13.13,6742.0,11.71,5933.0,0.5296762946234003,0.21032925234755734,0.1855461785332224,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34011,10845,10701,11283,11235,11110,5185,4986,4947,4615,4831,3538,3501,3627,3352,3611,1285,1195,1015,964,953,1680,1749,1735,1587,1480,2154,2045,2189,2036,2343,1088,1008,831,813,824,0.6116839368701183,14.91,2340.0,12.37,1819.0,0.4309870772614792,0.18229309870772614,0.3485702502062139,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34013,54903,52785,53126,54529,56903,26771,26351,27171,28232,29163,11345,11155,12001,12571,13730,13527,13234,12961,13216,12768,5871,6319,6899,6971,6385,6834,6303,6611,7059,8614,12518,12188,11933,12217,11915,0.7718675148392663,13.35,10465.0,12.06,9652.0,0.24430608899870343,0.4444797808058321,0.24694816155784427,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34015,20981,18961,16237,16864,19167,10170,9135,8255,8875,10042,8281,7607,6899,7411,8283,1348,1057,927,923,1130,650,568,523,539,523,7809,7173,6502,7003,7867,1230,968,848,843,1056,0.5537344812682411,11.22,3234.0,9.3,2727.0,0.7872834570721492,0.10123738815914715,0.062059775366457265,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34017,37526,48115,67802,63706,51681,17779,23216,33266,31071,24878,11279,14935,20834,19563,16144,3915,4023,4226,4182,3866,9439,10297,11190,11074,10262,3465,6353,11502,10183,7370,2940,2980,3146,3178,3002,0.7543488741357494,15.87,10064.0,14.21,9544.0,0.3202403115826985,0.10626706109442281,0.37190044887096957,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34019,8791,6231,5239,5349,7308,3972,2463,2483,2739,3865,3723,2240,2219,2427,3435,67,125,118,120,130,226,192,234,252,275,3515,2075,2021,2208,3190,62,105,96,104,117,0.417552401108747,7.75,995.0,7.96,994.0,0.8202992843201041,0.039687703318152245,0.08822381262199089,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34021,27457,27498,23592,23250,25056,13730,13410,11373,11625,12592,8707,8893,7080,6970,7522,3343,3025,2774,2767,2921,2126,2228,2430,2385,2233,6990,7065,5096,5003,5663,3090,2801,2504,2536,2705,0.6803212131964611,12.12,4442.0,10.85,3985.0,0.47143484948362996,0.21536475499890134,0.19344649527576357,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34023,57626,58117,54303,57274,58306,27726,28090,27787,28892,28956,17869,18277,15920,15112,16130,3679,3366,2901,3161,3412,6348,6218,6214,6164,6075,12593,13099,10719,9914,10941,3073,2788,2309,2636,2925,0.6205787219135172,12.43,10067.0,10.24,8426.0,0.39792848800858804,0.09122438627328387,0.21937264801991294,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34025,44044,34185,32536,32324,38474,21228,16430,15922,16369,19931,17601,13638,13163,13353,16552,2036,1727,1545,1533,1670,2290,2277,2566,2476,2291,15654,11680,10921,11212,14547,1858,1549,1381,1369,1522,0.4743925549396507,10.14,6392.0,9.46,5852.0,0.6940128486689517,0.0882371051497301,0.15022269657847745,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34027,32678,23994,25333,26461,31901,15602,11500,12370,13306,16530,13339,9747,9955,10393,13394,732,522,441,529,604,2171,1992,2190,2290,2431,11370,7935,7951,8276,11151,644,445,364,441,521,0.4491999578796288,9.86,4852.0,9.33,4580.0,0.6499354422207876,0.033623843339789114,0.1740908112760921,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34029,34785,30652,31618,29400,31139,16852,15089,15565,14490,15809,15275,13861,14340,13205,14429,885,721,610,637,672,1892,1848,2038,1830,1724,13616,12228,12538,11590,12907,764,600,507,524,560,0.4065180712896021,13.78,7945.0,15.17,9316.0,0.8053340421761475,0.03612883218146376,0.12661704766967924,White,White_Competitive,Competitive,False,False,False,False,True,False,False
34031,37604,36025,33501,33173,33499,18555,17872,16890,16919,17201,13289,12776,12106,12421,12647,3497,3320,2808,2576,2820,7759,7450,7488,7565,7183,6989,6677,6037,6141,6630,2694,2576,2055,1874,2191,0.6226328378923938,14.34,7187.0,12.51,6260.0,0.36483427178266675,0.12586830750178982,0.4354211412317873,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34035,21406,14592,17063,19362,22354,10160,6933,8607,10030,11564,7452,5129,5931,6356,7540,1169,804,938,1182,1289,1545,1420,1696,1925,1879,6088,3851,4418,4651,5860,1059,733,839,1066,1176,0.5257752787997181,10.92,3533.0,8.89,2927.0,0.5052796245600313,0.10316777473601878,0.1971450919045757,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
34037,11035,7493,6689,7489,9264,5244,3493,3285,3807,4789,4949,3322,3078,3564,4470,106,57,60,77,111,442,274,273,349,404,4549,3065,2831,3234,4107,86,51,51,71,90,0.3887489707320866,9.54,1424.0,9.28,1299.0,0.8625413320736892,0.016343882853094002,0.08464808691544638,White,White_Republican,Republican,False,False,False,False,False,False,True
34039,36244,32521,33893,35386,37549,17455,15888,17018,18207,19027,10984,10221,11273,12112,12579,5230,4467,4225,4455,4747,5264,5563,6124,6534,5885,6483,5433,5979,6395,7409,4732,4017,3732,3962,4291,0.6534663240577983,13.17,7068.0,11.47,6369.0,0.34838495099094163,0.2291197933989396,0.356484651654178,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
34041,7603,5831,5227,5444,6886,3645,2845,2644,2778,3615,3312,2586,2401,2462,3254,179,127,105,149,165,310,253,251,314,324,3030,2359,2173,2189,2953,160,115,96,122,155,0.4204742995692948,9.7,1054.0,9.64,1018.0,0.8129914116366276,0.04028063384540946,0.09894762307971453,White,White_Competitive,Competitive,False,False,False,False,True,False,False
35001,45501,49700,50788,45298,42036,22405,24704,25280,22410,20962,18394,20155,20811,18612,17673,919,880,868,756,689,13041,13080,13156,11690,10671,6592,8384,8867,7917,7768,605,613,578,500,472,0.5783041190338777,12.99,8607.0,9.6,6545.0,0.34765312042434454,0.023358289360996768,0.5238831947398955,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
35013,18268,18969,15076,12482,11781,9051,9331,7321,6259,6160,8283,8523,6699,5743,5733,211,191,150,131,112,6836,6226,5079,4437,4488,1830,2609,1872,1517,1439,129,122,96,70,68,0.5702831297149742,15.54,3251.0,11.17,2471.0,0.2617956440137925,0.012570381039675265,0.687093535856139,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
35045,10152,8783,9460,8446,7680,4952,4322,4658,4119,3864,2383,2156,2632,2392,2226,35,29,33,20,18,1024,870,986,849,735,1550,1424,1787,1646,1574,18,13,18,12,10,0.365257214116842,14.93,1942.0,10.84,1337.0,0.37079166348576226,0.003282693335369112,0.20650431330635927,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
35049,8387,7526,8059,8569,8838,4137,3546,3871,4208,4347,3682,3132,3448,3746,3925,46,42,49,63,44,2768,2298,2349,2518,2462,1106,1006,1252,1412,1585,22,20,32,27,30,0.752023854035728,10.48,1511.0,7.28,1106.0,0.3156989247311828,0.0067956989247311824,0.6163440860215054,Hispanic,Minority_majority,Democratic,True,False,False,False,False,False,False
36001,23752,28017,21669,17853,17325,11827,14090,10918,8929,8789,8647,10640,8114,6411,6538,2148,2156,1719,1449,1355,884,1061,689,541,464,8094,9947,7665,6068,6236,1931,1892,1541,1309,1236,0.6284930558592078,9.97,3032.0,9.25,2810.0,0.6977635029613696,0.13972949877714588,0.0675074402569467,White,White_Democratic,Democratic,False,False,False,False,False,True,False
36005,115662,112897,105710,97824,91016,56211,56288,55969,52956,49217,24221,24848,24067,22502,21241,25762,25231,25169,23990,22304,33441,32472,31666,29369,27195,3710,4997,4652,4331,3929,16740,16298,16569,16202,15475,0.8946513721238267,16.24,22490.0,12.74,17851.0,0.08461803853207678,0.2970044730136248,0.5659784641644423,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36007,15726,17950,12453,10531,10177,7641,8535,6051,5202,5116,6283,6710,5186,4460,4525,599,672,389,367,276,498,516,237,208,171,5952,6370,5017,4330,4404,484,558,342,315,246,0.5110593901026548,10.23,2052.0,9.44,1788.0,0.7942692540933899,0.06140084899939357,0.048564786739438044,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36013,10620,10113,7299,6686,7303,5201,4915,3582,3355,3670,4785,4553,3341,3146,3502,195,165,103,81,79,395,385,311,274,230,4464,4236,3082,2905,3309,155,126,76,64,57,0.4603220990421333,10.25,1383.0,9.83,1239.0,0.8625548430644617,0.022443469456631792,0.08184272696591292,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36027,24398,21556,15973,15683,17618,11842,10572,7514,7574,8846,9616,8706,6027,5915,7157,1325,1110,939,930,950,1469,1318,1119,1120,1106,8429,7648,5130,5026,6225,1172,967,806,813,848,0.5195005339167572,9.66,2874.0,8.74,2564.0,0.6938425565081839,0.10077942322681216,0.13862042088854248,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36029,66313,68766,58107,49799,51486,32417,33862,28846,25163,26316,24062,25368,22198,19388,20753,6097,5649,4561,4074,4052,2173,2020,1681,1503,1368,22467,23942,20964,18274,19689,5723,5232,4255,3805,3852,0.5643586817626389,10.63,9773.0,10.31,9456.0,0.7190085466194763,0.15126719850690215,0.059223179433487726,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36045,7807,10955,10050,7789,7119,3675,4641,4667,3714,3434,3269,4043,4142,3261,3099,185,336,265,239,166,207,388,331,230,171,3100,3734,3878,3081,2952,164,299,239,217,153,0.4610887092105763,17.99,2091.0,16.6,1794.0,0.8211488250652742,0.05797880509906313,0.07287667025034557,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36047,170684,195797,222842,202858,177648,83968,99134,116788,105704,92830,35356,46850,61002,53138,42891,36907,37812,38374,36388,35257,19476,20561,22042,20399,18335,22590,33080,46024,39203,30310,32139,33087,33561,32034,31257,0.7943517636306836,16.75,41964.0,13.57,34442.0,0.3678402865439983,0.30682220964723,0.1958859047465068,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36055,57710,58175,48676,42262,42896,28021,28738,24763,21967,22305,19946,21060,18037,16001,16576,5990,5415,4591,4240,4168,2734,2601,2244,2096,1865,18060,19285,16497,14497,15234,5401,4824,4111,3815,3797,0.5697446242030393,11.48,8545.0,10.15,7522.0,0.6662293952403667,0.1689457783431388,0.0919727566650766,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36059,94070,79376,71252,71304,80583,45355,38272,34845,36193,41734,33506,28000,25427,26361,30563,6868,6240,5122,5083,5757,7529,7424,7495,8240,8214,27111,21729,19024,19297,23426,6229,5605,4539,4455,5162,0.5284843503214816,10.63,14242.0,9.84,13294.0,0.5493550452840545,0.13355594181685115,0.21186533711462813,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36061,77462,141558,186733,154501,122916,40545,79820,101523,78839,61499,22421,52501,70154,51599,39206,10908,12596,11957,10793,10180,15506,18244,17204,15899,14048,12589,40382,58310,40748,29659,7155,8623,8529,7538,7177,0.8357303428559976,12.61,20005.0,9.15,14755.0,0.5359325395300213,0.09489511188322021,0.19735031631703961,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36063,15194,14002,12313,11571,12240,7461,6988,6203,5911,6229,6333,6009,5387,5107,5497,716,614,505,523,503,230,208,185,156,135,6171,5864,5243,4997,5393,678,583,483,502,492,0.4834268590069738,10.24,2217.0,9.48,1976.0,0.8430530834467596,0.08208564548214847,0.028740446026594074,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36065,17293,15959,14218,12474,13473,8350,7479,6672,5970,6678,7010,6324,5766,5216,5932,734,630,461,363,382,569,438,371,313,313,6590,5994,5503,4999,5692,639,552,387,308,332,0.4557391607549482,11.2,2630.0,10.48,2382.0,0.8198399681924358,0.0619750509418021,0.05576263605188609,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36067,36411,35887,29827,26105,26293,18420,18238,15059,13432,13707,13814,13667,11701,10485,10967,2900,2528,2025,1892,1738,1219,1105,715,628,617,13002,12953,11232,10073,10546,2631,2281,1864,1752,1598,0.5832431814550765,11.46,5352.0,10.59,4864.0,0.7331207601275439,0.12619572428256542,0.05238716856769886,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36069,7912,6541,5342,5255,6098,3842,3197,2679,2686,3114,3525,2950,2517,2504,2932,143,119,66,75,73,162,168,122,111,112,3405,2819,2421,2406,2842,119,97,49,65,63,0.4765611768803623,9.68,1045.0,8.55,941.0,0.8930156505489372,0.02464377481896753,0.04683485167017052,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36071,29466,24724,20595,21076,24102,13683,10766,10157,10528,12368,11002,8724,8275,8504,9885,1778,1385,1196,1295,1562,3052,2235,2298,2455,2950,8574,6938,6380,6517,7505,1425,1119,953,1014,1235,0.5093121322331369,13.87,5171.0,13.58,5231.0,0.6306635719055038,0.09812088645830021,0.2221868938984452,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36075,10618,10072,6690,6398,7004,5277,4809,3287,3241,3557,5000,4536,3188,3157,3472,109,114,18,16,17,204,175,70,67,56,4845,4395,3128,3099,3429,83,95,16,14,11,0.5002000819817715,10.91,1332.0,10.04,1168.0,0.9369321690041457,0.011025844579694804,0.027520508070918232,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36081,139096,160875,184917,177213,164355,67250,78996,93124,88927,82052,29653,37180,46886,43812,38455,18478,18627,17931,17206,17054,21724,23750,26750,26279,23871,12413,18046,25229,22229,18703,15971,16095,15246,14779,14814,0.7624312360711714,13.71,30573.0,11.07,24635.0,0.2509279938095439,0.17667316613483397,0.2941194497542588,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
36083,12282,12546,10116,9341,9542,5564,5609,5171,4756,4808,4662,4750,4352,3964,4199,523,482,454,467,383,304,291,301,242,213,4466,4545,4146,3816,4044,451,428,386,405,343,0.528786020651212,10.64,1697.0,9.97,1577.0,0.8050334706488157,0.07846292481977343,0.05368177136972194,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36085,32929,31458,29988,29859,31472,16044,15380,14738,15332,16101,11687,11661,11045,11493,12223,2600,2240,2076,2095,2010,3576,3281,3199,3299,3079,8892,9071,8464,8879,9719,2109,1778,1698,1671,1641,0.4832458046828974,12.09,5665.0,10.43,4958.0,0.5811661166116612,0.11324532453245324,0.21515951595159516,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36087,23478,19079,17963,16938,17809,11242,9100,8709,8329,9207,8503,6729,6571,6214,6885,1736,1542,1268,1218,1356,1921,1981,2132,2040,1925,6940,5082,4769,4489,5246,1523,1347,1098,1046,1203,0.5199275891366674,15.71,4896.0,17.56,5728.0,0.5486265207743515,0.13356033361389547,0.23540439207284414,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
36089,10041,10905,6601,5923,6237,4823,4898,2991,2764,3031,4470,4522,2846,2632,2914,157,150,9,13,11,162,142,47,34,47,4360,4416,2810,2605,2877,128,129,8,12,9,0.562844176476152,10.77,1206.0,9.27,994.0,0.922838637003661,0.013986670421477517,0.020933070496573735,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36091,14303,12160,12085,12657,14567,7051,5872,5906,6366,7439,6559,5495,5562,5953,6993,151,110,82,96,102,260,211,210,168,184,6342,5319,5374,5815,6832,132,98,73,86,94,0.4962466031851278,10.5,2305.0,8.52,1961.0,0.9098324514991182,0.014164462081128747,0.03246252204585538,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36093,10926,10035,9418,9139,9431,5254,4978,4859,4721,4832,3948,3838,3767,3707,3814,784,723,629,590,563,397,377,401,328,314,3701,3611,3509,3498,3601,681,634,528,504,498,0.5487199484072602,12.16,1882.0,11.55,1794.0,0.7293584283555433,0.11443879653798598,0.07597197417227641,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36103,106992,90371,81668,85017,96447,51042,43037,39675,42519,49197,41842,34853,32763,35260,41618,5609,4890,3999,4057,4300,9749,9308,10048,10552,10004,33432,26801,23914,25976,32767,4864,4197,3343,3379,3687,0.5080111750917213,11.25,16807.0,10.0,14742.0,0.6123962916530252,0.08719087126989324,0.23882265573220687,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36111,13143,12478,10044,9908,11148,6596,6074,4725,4799,5428,5688,5229,4171,4220,4810,483,419,299,292,311,752,671,570,557,522,5116,4722,3680,3760,4377,369,313,255,240,259,0.5837067700629777,9.29,1695.0,8.31,1476.0,0.7797153481215541,0.051801513014489035,0.11527118861392487,White,White_Competitive,Competitive,False,False,False,False,True,False,False
36119,65316,53580,52654,55359,61723,31701,26116,26230,28255,31989,22239,18125,18113,19653,22798,6372,5642,5203,5286,5458,8259,7732,8614,8995,8743,15762,11917,11037,12280,15542,5300,4743,4365,4343,4625,0.619279539119785,11.74,11141.0,9.96,9618.0,0.43714097839977173,0.1668837855609732,0.3144005657498046,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
37001,11100,10882,8450,8714,9965,5688,5709,4444,4597,5194,4228,4364,3297,3388,3834,1118,1054,918,955,1099,713,684,720,783,679,3643,3813,2713,2751,3274,1081,1009,880,922,1071,0.4377004924155934,12.28,1856.0,10.69,1831.0,0.6289491525423729,0.1905762711864407,0.14827118644067797,White,White_Competitive,Competitive,False,False,False,False,True,False,False
37021,14288,14704,15924,15959,15841,6877,7574,8113,8012,7821,5934,6701,7354,7206,7051,586,586,458,522,480,483,492,758,675,520,5516,6275,6667,6581,6569,567,561,439,510,470,0.5581140944159662,10.79,2571.0,8.82,2325.0,0.8237900333347399,0.06371576859783114,0.0812270559939238,White,White_Competitive,Competitive,False,False,False,False,True,False,False
37025,12341,9083,10591,12007,14194,5865,4487,5512,6313,7240,4439,3472,4354,4784,5515,1121,815,857,1142,1361,671,522,710,802,730,3883,3030,3735,4109,4899,1064,769,805,1082,1303,0.3987787508154991,13.27,2362.0,11.47,2541.0,0.6666257969592938,0.16282491417361453,0.12469347719470329,White,White_Republican,Republican,False,False,False,False,False,False,True
37035,10322,8574,8673,9350,10866,4992,4341,4337,4677,5486,3989,3490,3627,3949,4773,566,503,374,435,443,478,460,567,607,574,3561,3094,3118,3386,4236,546,477,356,423,436,0.3576127622385653,11.85,1829.0,9.94,1593.0,0.71868214152003,0.09404717334331711,0.12235117933358293,White,White_Republican,Republican,False,False,False,False,False,False,True
37051,23484,30463,28365,22129,20378,11345,14512,14042,11575,10902,5021,7933,7802,6147,5676,5222,5291,4992,4373,4268,1134,1641,1680,1334,981,4264,6799,6630,5197,4991,5011,5003,4664,4139,4093,0.589636722844722,18.28,5839.0,15.22,5118.0,0.4641531062324005,0.34404046948590794,0.11600089710683047,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37057,10656,8348,8837,9423,11349,5100,4186,4519,4722,5839,4282,3545,3885,4071,5064,609,461,442,470,570,406,404,407,472,409,3930,3190,3529,3647,4721,589,446,428,453,547,0.3089236534633521,10.62,1729.0,10.04,1699.0,0.7720265137409696,0.09883071423251658,0.0955537350115439,White,White_Republican,Republican,False,False,False,False,False,False,True
37063,17952,23232,25344,23612,20267,8946,12186,13475,11938,10227,3374,5641,7716,6579,5206,4775,5176,4328,4043,4102,1165,1601,2004,1910,1435,2472,4366,6054,5005,4040,4646,5024,4174,3892,3978,0.7568568769294433,15.91,4258.0,12.26,4012.0,0.41025027261363334,0.34814755711588075,0.14667943296364264,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
37067,25058,24447,22593,22338,23166,12658,13016,11950,11489,12085,7296,7567,7795,7456,7784,4615,4777,3432,3322,3662,1634,1641,2048,2055,1665,6054,6337,6213,5852,6457,4399,4508,3143,3046,3451,0.5393235882761194,13.37,4688.0,11.17,4288.0,0.5047867233575641,0.2934302564805925,0.15756412014812782,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37071,14066,12135,12005,12662,15093,6762,6112,6179,6498,7836,5105,4708,4870,5147,6272,1337,1193,1077,1132,1332,491,449,534,582,490,4685,4312,4390,4636,5840,1298,1160,1045,1087,1294,0.3692193902784675,12.63,2602.0,11.24,2547.0,0.7098834424397253,0.17520889882377988,0.08329341636063654,White,White_Republican,Republican,False,False,False,False,False,False,True
37081,37290,39642,33160,31166,32833,19003,21252,17106,16266,17143,9553,10465,9228,8710,9387,7903,9256,6475,6259,6410,1373,1569,1570,1603,1380,8511,9320,7962,7439,8269,7709,8982,6304,6069,6284,0.5821632535582567,12.3,6005.0,10.97,5927.0,0.4525666373755126,0.3909453719976567,0.08681165787932045,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
37097,11361,8356,8934,9224,11470,5380,3918,4570,4709,5843,4328,3093,3618,3860,4868,812,651,651,615,743,444,344,465,449,430,3933,2795,3223,3475,4483,785,631,625,587,721,0.3574279444580733,11.47,1829.0,10.21,1897.0,0.7193301507918466,0.13965295142835493,0.09532469500644086,White,White_Republican,Republican,False,False,False,False,False,False,True
