fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2010_P,birth_rate_2010_N,births_2010_N,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
16055,9915,8165,8501,8241,8335,4787,4044,4312,4147,4101,4438,3817,4096,3917,3894,29,7,12,7,7,254,216,204,179,177,4236,3635,3922,3764,3738,28,7,12,7,5,0.3361262527251418,12.44,1723.0,10.73,1830.0,0.9054626889546509,0.002079500919779253,0.04790850195952971,White,White_Republican,Republican,False,False,False,False,False,False,True
17019,20507,33849,17236,13010,11207,9783,15843,8293,6364,5587,6803,11294,5875,4458,4018,1645,1833,995,903,847,606,1084,540,403,298,6306,10382,5423,4113,3760,1601,1759,957,882,828,0.5493142864285886,11.68,2348.0,10.06,2105.0,0.6530491803278689,0.1179672131147541,0.06645901639344262,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17031,360190,372503,435510,396053,362415,176759,187662,221128,198691,182792,103628,120858,149386,130381,114765,58442,48175,47482,46092,48281,52257,48822,52836,52625,48832,56306,76679,101415,82567,70029,56476,46299,45470,44123,46741,0.7510531765277795,14.07,73079.0,10.99,56119.0,0.4290850248814366,0.2236975312808137,0.2539717291569613,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
17043,65319,54497,60280,56942,59678,31175,26267,29726,28468,30368,25342,21554,23345,21731,23575,2140,1565,1933,1954,2055,5052,4479,5137,5202,4884,20707,17418,18599,16935,19072,2011,1450,1812,1832,1947,0.5222341275308431,11.74,10768.0,10.21,9367.0,0.6269402446099384,0.06031185991167521,0.1754419199393803,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17089,38272,29637,33359,35545,37740,18410,14284,16368,17793,18987,15701,12116,13996,15220,16243,1435,1285,1220,1218,1184,6863,5743,6485,7084,6520,9357,6809,7960,8650,10234,1272,1142,1082,1060,1035,0.5247960881572814,14.03,7230.0,10.62,5637.0,0.4834141810300341,0.06778821343791928,0.3986376303024048,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
17091,8819,7805,7130,7003,7008,4358,3928,3592,3529,3505,3337,3112,2861,2827,2792,870,703,627,579,585,446,410,413,409,320,2944,2748,2486,2463,2507,844,681,612,566,571,0.494987352743882,12.64,1434.0,10.6,1151.0,0.6966241288804417,0.1682505204090868,0.11150330346637705,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17097,56143,42235,39824,41236,47000,25928,18699,19311,20972,24019,20923,14920,15280,16450,19094,2559,2151,1996,1873,1817,6293,5060,5596,6054,5788,15256,10366,10214,10959,13782,2370,1964,1819,1707,1679,0.563697246096112,12.0,8444.0,9.53,6611.0,0.534722457698959,0.09307924451527584,0.2833067715574243,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
17099,7611,6454,6882,6459,6527,3686,2960,3260,3055,3169,3478,2836,3149,2940,3068,73,42,39,40,26,419,319,358,320,298,3088,2532,2804,2634,2785,65,37,39,34,21,0.5175305846878578,11.06,1260.0,9.93,1068.0,0.859299191374663,0.011859838274932614,0.10749326145552561,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17111,23605,15468,16563,18198,21582,11385,7266,8107,9128,10930,10716,6873,7668,8521,10102,160,100,84,106,131,1580,1168,1329,1499,1450,9245,5779,6399,7128,8748,138,87,70,86,114,0.4829115836763097,11.12,3432.0,9.76,2986.0,0.7879678380474266,0.009917962532141545,0.1630953838618832,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17113,14903,20902,12201,11270,10575,7902,10888,6075,5695,5153,6722,9598,4866,4534,4300,756,756,481,486,399,448,490,283,270,238,6321,9162,4610,4299,4081,739,740,475,476,386,0.4660121998245449,12.51,2121.0,9.92,1699.0,0.7975549474799188,0.0746314767411069,0.04603230647012093,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17115,7774,7080,6439,6549,6364,3891,3679,3370,3394,3278,2822,2786,2550,2645,2569,873,740,663,623,597,87,107,75,78,71,2757,2701,2492,2582,2513,861,728,658,619,589,0.4817478272769125,12.9,1429.0,12.16,1253.0,0.7445178588528201,0.19199463755625779,0.024897060231734176,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17119,18360,19939,17837,16290,16715,9016,10051,8866,8315,8526,7573,8569,7757,7282,7481,1102,1158,850,795,807,305,320,316,255,254,7318,8293,7483,7058,7256,1084,1137,836,789,802,0.5092989331391149,12.01,3234.0,9.88,2596.0,0.8384988249118684,0.10142479435957696,0.03271886016451234,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17143,13488,13362,13232,11805,11363,6781,6909,6586,5934,5807,4457,4923,4699,4347,4293,1828,1579,1332,1109,1120,321,320,301,281,215,4209,4675,4445,4112,4116,1801,1542,1313,1088,1110,0.5373276929338666,13.75,2564.0,12.58,2234.0,0.6810438005044006,0.20294405270471974,0.046425446497503735,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17161,9722,9468,9417,9045,8606,4844,4764,4650,4350,4269,3977,3994,3886,3674,3660,599,507,489,459,404,790,604,644,588,623,3290,3467,3313,3146,3100,549,476,454,431,383,0.6096816877634503,13.34,1968.0,11.26,1586.0,0.7211566405114792,0.09888113920371985,0.13339145597210114,White,White_Democratic,Democratic,False,False,False,False,False,True,False
17163,19754,17426,18105,17073,17358,9643,8825,9234,8947,9059,5253,5219,5825,5610,5551,3934,3271,3063,2959,3127,358,383,369,322,308,4967,4909,5519,5341,5281,3905,3239,3033,2933,3110,0.5844448303710046,12.95,3498.0,11.16,2879.0,0.583907279863734,0.34085018144116125,0.039768940235503224,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
17167,13065,11692,13152,12338,12006,6387,5890,6857,6306,6189,4868,4621,5528,5164,5138,1176,1019,1029,866,780,164,155,149,150,115,4737,4497,5408,5037,5044,1161,1002,1016,857,774,0.4802099126069976,12.56,2481.0,11.17,2165.0,0.7842334540492311,0.1508948721986039,0.023828268514144754,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17179,8634,7012,8452,8911,8742,4171,3434,4160,4282,4347,4028,3328,4016,4119,4205,29,34,37,45,28,127,86,85,86,67,3912,3249,3941,4039,4146,25,32,35,44,27,0.4302413640495246,11.86,1606.0,9.6,1256.0,0.945520377231391,0.009346581340518693,0.02164028292354328,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17197,52585,36407,38482,44481,52400,25353,17362,19243,22807,26727,19966,13609,15687,18383,21118,3698,2659,2367,2695,3262,4957,3514,3807,4443,4509,15379,10380,12142,14236,16916,3568,2528,2274,2576,3158,0.5399967903937406,12.64,8561.0,9.91,6823.0,0.6186965596175856,0.1241836665993402,0.1980071366053996,White,White_Competitive,Competitive,False,False,False,False,True,False,False
17201,20576,17446,18665,17936,19134,10105,8820,9533,9069,9604,7651,6772,7543,7210,7751,1740,1535,1427,1365,1261,1480,1212,1264,1358,1255,6371,5709,6432,5991,6635,1669,1476,1369,1301,1218,0.5372573702080364,12.81,3783.0,11.99,3373.0,0.6612209175114871,0.15119247319670337,0.13981474728320326,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18003,26256,23380,23617,23192,22934,12910,11954,12004,11717,11521,9835,9498,9737,9397,9298,2102,1705,1555,1544,1479,1016,835,894,957,825,8992,8812,8988,8566,8594,2028,1655,1495,1481,1435,0.4413202001854739,14.94,5309.0,13.6,5198.0,0.7390609670637701,0.12981079187105815,0.07529081990189208,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18035,11105,15832,6957,5881,6313,5848,8126,3418,3015,3210,5159,7305,2979,2649,2891,467,526,268,248,225,153,191,72,59,42,5026,7150,2920,2601,2853,460,514,263,245,223,0.5365100914666656,10.58,1245.0,9.4,1067.0,0.8703207637887218,0.07019712892368982,0.022116903633491312,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18039,14354,12301,12747,12556,12901,6975,6173,6317,6224,6491,6111,5513,5620,5556,5839,493,419,451,431,394,1106,1011,1099,1164,1162,5111,4589,4616,4482,4765,461,389,416,396,366,0.3994912173470387,15.25,3013.0,14.06,2898.0,0.7313775782836379,0.06417655231377578,0.17494923586619643,White,White_Republican,Republican,False,False,False,False,False,False,True
18057,18444,10166,16710,19215,22824,8849,5163,8919,10095,11798,7854,4679,8099,8916,10286,388,206,306,396,487,379,239,333,431,441,7512,4449,7791,8524,9893,377,203,295,382,469,0.3525550467885646,13.79,3786.0,10.44,3595.0,0.8588327749514001,0.036398229722463496,0.041485709558671466,White,White_Republican,Republican,False,False,False,False,False,False,True
18063,10108,6949,8870,10054,11172,4912,3307,4433,4971,5522,4404,3046,4054,4475,4944,301,133,191,280,346,199,132,163,165,184,4236,2935,3911,4329,4774,287,127,179,273,341,0.3473554427025703,11.87,1726.0,9.86,1709.0,0.8791597828652349,0.04555109747462827,0.03618912752733853,White,White_Republican,Republican,False,False,False,False,False,False,True
18081,9822,7972,8756,9061,9920,4805,3964,4429,4599,4983,4538,3751,4174,4336,4724,64,43,65,66,51,176,152,144,193,128,4384,3616,4039,4171,4607,61,40,61,60,49,0.3326468547558179,12.69,1772.0,11.31,1817.0,0.9102524630541872,0.012392241379310345,0.037638546798029554,White,White_Republican,Republican,False,False,False,False,False,False,True
18089,36400,29346,31654,31169,31074,17823,14733,16395,16126,16083,11495,9472,10862,10661,10884,5587,4637,4927,4862,4556,3782,2843,3092,3269,2911,8177,6949,8162,7764,8235,5329,4448,4701,4624,4421,0.6580350039729383,13.09,6492.0,11.16,5442.0,0.4840860033013078,0.29146738900410546,0.19477716172175902,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
18091,7372,6553,7204,7196,7209,3386,2822,3070,3090,3215,2819,2445,2651,2651,2832,426,294,330,342,311,231,209,194,225,182,2615,2261,2475,2468,2659,417,288,321,320,308,0.5770797745220073,11.7,1304.0,10.43,1144.0,0.8020485415274995,0.1034290803829882,0.06991761300378535,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18095,9112,8230,7999,8376,8562,4404,4000,3774,3921,4089,3863,3537,3370,3542,3662,386,350,302,297,332,152,118,178,161,128,3730,3436,3215,3407,3553,380,343,300,290,327,0.49594754836315,12.25,1612.0,10.93,1418.0,0.860025651988029,0.0797776827704147,0.0390765284309534,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18097,62576,68582,77151,67330,60991,31022,36038,39647,34002,30806,18496,24023,27122,22496,19777,10601,9937,10172,9589,9489,2838,3391,4297,4070,3181,16119,21184,23472,19022,17056,10366,9672,9842,9298,9255,0.6202354976715134,16.16,14598.0,14.18,13702.0,0.5805428172891957,0.26267470165106166,0.10719593023785863,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
18105,14875,28606,11490,8537,6916,7572,13700,5483,4126,3398,6577,11666,4594,3508,2941,359,640,180,143,120,263,397,197,164,102,6358,11348,4429,3372,2855,340,615,169,136,116,0.6200046550903136,9.54,1316.0,7.54,1118.0,0.8215281650864473,0.039469732721266464,0.032519627611652155,White,White_Democratic,Democratic,False,False,False,False,False,True,False
18127,11911,10518,9944,10128,10831,5796,5303,4923,5103,5430,5358,4856,4527,4707,5025,227,214,225,242,221,667,503,508,551,501,4736,4400,4081,4201,4554,215,193,202,226,207,0.5200314907149248,10.51,1727.0,9.32,1594.0,0.8273207645638985,0.04051144888772914,0.10189836258072933,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18141,21003,20735,17376,16321,16168,10479,10868,8596,8323,8219,8148,8685,6780,6640,6588,1634,1457,1311,1221,1186,1053,919,735,774,657,7280,7891,6153,5976,6028,1554,1403,1262,1165,1148,0.5451917688407639,13.13,3505.0,11.97,3251.0,0.7204808003742758,0.13783423903264116,0.08737899017526181,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18157,16890,31483,13985,10870,9500,7907,13825,6498,5321,4670,6821,11620,5317,4433,4074,403,694,361,254,183,600,706,544,565,452,6274,10992,4816,3913,3651,391,665,351,237,174,0.510766927308567,12.43,2148.0,10.68,2094.0,0.7690297925440649,0.04886133208547808,0.07077678989237249,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18163,12676,14974,12663,11043,10308,6539,7869,6237,5523,5135,5538,6894,5404,4792,4454,709,725,577,501,519,168,189,172,135,116,5408,6724,5258,4679,4347,694,715,570,493,514,0.4729141980719007,13.06,2347.0,11.69,2133.0,0.8487951500331142,0.09058026389525702,0.025268735034897346,White,White_Competitive,Competitive,False,False,False,False,True,False,False
18167,8584,10799,7494,6703,6674,4155,5032,3437,3006,3066,3574,4285,3090,2734,2818,389,460,210,133,128,76,118,72,75,38,3508,4182,3025,2669,2786,387,455,207,131,128,0.5336195420604443,12.14,1309.0,10.57,1127.0,0.8606535947712418,0.06910675381263616,0.02309368191721133,White,White_Competitive,Competitive,False,False,False,False,True,False,False
19013,10139,14954,9400,8023,6896,5352,7710,4517,3951,3440,4529,6901,3862,3367,2956,587,530,466,402,353,234,229,199,193,165,4335,6714,3695,3206,2805,571,514,453,391,349,0.5990099338229723,12.88,1689.0,12.55,1642.0,0.8415749783656817,0.08394115465446904,0.038385461738162936,White,White_Competitive,Competitive,False,False,False,False,True,False,False
19103,10920,21052,12990,9506,7616,5591,10263,6264,4534,3675,4753,9025,5252,3783,3041,335,345,373,279,229,330,435,347,277,224,4465,8634,4945,3539,2848,318,330,363,266,215,0.6830495865567365,13.73,1797.0,10.57,1625.0,0.8127819191871232,0.0455344000759698,0.05028251270120127,White,White_Democratic,Democratic,False,False,False,False,False,True,False
19113,15343,14039,14778,14249,13529,7643,6938,7254,7075,6780,6769,6251,6534,6399,6212,406,339,318,322,267,255,250,225,222,159,6559,6032,6341,6215,6071,393,330,312,307,261,0.5895919874132374,13.1,2768.0,11.45,2609.0,0.8740301876146142,0.044623125029388255,0.032773780975219824,White,White_Competitive,Competitive,False,False,False,False,True,False,False
19153,27808,28867,35237,32261,29631,13756,14900,17836,16075,14719,11538,12800,15656,13957,12869,1115,1059,1038,991,855,1323,1288,1464,1339,1173,10367,11649,14313,12759,11796,1072,1011,1003,942,829,0.5627998207795489,15.16,6528.0,12.71,6283.0,0.7932843006699309,0.060560119645161954,0.08381307492163652,White,White_Competitive,Competitive,False,False,False,False,True,False,False
19163,11046,10499,11502,10591,10094,5376,5468,5746,5302,5024,4452,4760,4995,4602,4293,534,476,459,433,420,405,327,356,334,277,4103,4486,4683,4307,4047,510,454,442,414,404,0.5638175118770932,13.46,2224.0,11.54,1999.0,0.8159360620004844,0.07931702591426495,0.06157665294260111,White,White_Competitive,Competitive,False,False,False,False,True,False,False
19193,7812,7404,6648,6413,6274,3799,3679,3228,3220,3164,3303,3203,2866,2888,2810,105,134,83,68,88,694,595,507,450,463,2706,2672,2422,2478,2383,100,130,75,63,83,0.4930359232826743,15.2,1553.0,13.91,1435.0,0.7477041572035154,0.026463908363779994,0.15325367828577072,White,White_Competitive,Competitive,False,False,False,False,True,False,False
20091,34414,27890,40138,39098,38911,16536,14176,20378,19823,19572,14324,12264,17498,16942,16778,924,906,1214,1112,1026,1478,1397,1771,1751,1607,13015,11014,15913,15331,15323,871,853,1152,1063,976,0.4256216249931818,13.6,7399.0,11.25,6830.0,0.777130036596355,0.05642091325376538,0.09046104051345238,White,White_Competitive,Competitive,False,False,False,False,True,False,False
20173,35231,34847,37398,32921,31064,17327,17556,18741,16378,15435,13371,13774,15034,13209,12432,2026,2019,1830,1626,1402,2864,2592,2656,2479,2187,10910,11526,12687,11043,10483,1892,1913,1719,1520,1338,0.4103751654015057,16.22,8083.0,12.54,6520.0,0.669311817750356,0.09780730897009966,0.14669197911722828,White,White_Competitive,Competitive,False,False,False,False,True,False,False
20177,11732,11077,12144,11073,10166,5670,5771,6221,5658,5148,4531,4745,5240,4691,4342,655,577,511,546,454,808,753,737,738,619,3870,4129,4636,4111,3827,589,525,462,478,414,0.486571722363888,14.06,2501.0,11.33,1994.0,0.7295184135977337,0.0830028328611898,0.12623229461756375,White,White_Competitive,Competitive,False,False,False,False,True,False,False
20209,11153,10859,12498,11351,10266,5405,5409,6183,5608,4979,3208,3508,4257,3883,3319,1687,1434,1433,1339,1294,1608,1512,1696,1784,1489,1755,2174,2736,2297,1990,1625,1356,1352,1267,1242,0.686689905748348,17.52,2760.0,14.99,2478.0,0.41901162790697677,0.2311046511627907,0.29023255813953486,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
21067,20711,30567,26373,22860,20455,10461,15285,12891,10976,9788,7880,12561,10239,8492,7601,1864,1891,1743,1671,1471,696,897,955,886,753,7287,11784,9397,7710,6950,1814,1831,1683,1630,1420,0.5053176705114398,13.27,3924.0,11.32,3676.0,0.7379188802615447,0.13138536984062116,0.06993257049448304,White,White_Competitive,Competitive,False,False,False,False,True,False,False
21111,47427,48887,53848,50435,48529,23261,24664,27401,25279,24528,15470,17485,19879,17899,17424,6485,5928,6053,5971,5741,1054,1281,1451,1361,1273,14625,16426,18648,16735,16362,6359,5806,5940,5840,5605,0.5516702686460477,13.77,10204.0,12.35,9480.0,0.6698515721969384,0.22737381050889532,0.052919424906909394,White,White_Competitive,Competitive,False,False,False,False,True,False,False
21117,10240,10088,12190,11686,10458,4953,5032,6141,5833,5077,4452,4581,5681,5336,4680,311,298,266,276,258,146,153,185,187,135,4335,4454,5526,5168,4563,303,292,260,270,249,0.378134292941233,14.99,2394.0,12.98,2180.0,0.8907444431377161,0.04833588145360461,0.030871457132776666,White,White_Republican,Republican,False,False,False,False,False,False,True
22017,17859,18249,18785,16401,15202,8933,9383,9761,8529,8020,3524,4026,4333,3661,3725,5148,5066,5100,4555,4032,210,278,249,233,197,3364,3814,4159,3477,3571,5118,5025,5053,4533,4004,0.5147893376916873,15.26,3892.0,12.31,2923.0,0.413760705380696,0.5279875691106855,0.027463592671557114,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
22019,13965,13928,13609,12296,11417,6844,7018,6895,6225,5732,4588,4838,4797,4365,4172,2026,1926,1857,1639,1380,182,187,229,163,140,4457,4694,4618,4231,4048,1997,1909,1834,1619,1371,0.3576209676403276,13.49,2600.0,13.11,2666.0,0.6725096831860164,0.2662627867712782,0.02875161386433608,White,White_Republican,Republican,False,False,False,False,False,False,True
22033,34402,45628,37917,29236,25523,17224,22913,18969,14853,13162,7327,11945,8738,6220,5700,9218,9936,9179,7821,6692,571,906,783,577,487,6858,11186,8091,5741,5293,9160,9853,9106,7759,6647,0.5114852109860546,13.82,6084.0,12.7,5583.0,0.44096236890808144,0.47092623600951794,0.03994007226579713,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
22051,27047,29451,32499,28731,26791,13060,14813,16251,14301,13284,7347,8435,9902,8770,8335,4830,5387,5264,4472,3982,1570,2086,2392,2149,1747,5965,6636,7793,6914,6758,4738,5214,5101,4314,3892,0.3792696828803102,13.54,5858.0,12.26,5300.0,0.47047283147801167,0.3224732723465227,0.1460817811087843,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
22055,16509,20173,18295,15723,13808,8319,10142,9029,7747,6888,5210,6838,6168,5261,4866,2832,2967,2507,2209,1797,290,346,373,346,298,4974,6537,5848,4955,4612,2801,2940,2479,2188,1774,0.329075299245971,13.94,3089.0,13.37,3296.0,0.6441786165391188,0.2825990043836838,0.03956460361096664,White,White_Republican,Republican,False,False,False,False,False,False,True
22071,24075,32588,31954,24462,21216,12444,17167,16142,12423,10593,2771,6447,6962,4719,3764,9064,9731,8261,7026,6268,467,898,932,771,551,2452,5815,6252,4118,3339,8964,9544,8106,6909,6181,0.7981186172142818,13.37,4598.0,11.23,4375.0,0.3539097349776961,0.5370200297384763,0.056874836001049596,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
22073,12213,12090,10628,10124,9321,6059,6324,5536,5178,4850,3148,3412,3029,2868,2917,2768,2734,2354,2197,1827,105,96,117,110,73,3068,3343,2939,2778,2856,2750,2716,2339,2184,1820,0.3790626321049054,14.33,2203.0,12.82,1954.0,0.531752553116563,0.4248738114802207,0.018957624134288063,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
22079,9466,8128,8836,8235,7856,4571,4125,4527,4201,4034,2610,2454,2711,2518,2576,1801,1501,1647,1528,1304,129,112,120,112,113,2502,2361,2613,2428,2477,1793,1493,1640,1520,1298,0.3476986304595411,13.24,1743.0,12.74,1638.0,0.5758966778184081,0.36201664980938303,0.026764179568972226,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
22103,15842,11561,13130,13960,15123,7599,5783,6761,7170,7888,6108,4649,5644,5820,6572,1171,915,878,1041,1024,411,334,353,399,404,5745,4368,5323,5471,6209,1163,896,872,1020,1004,0.2262149855446709,11.73,2741.0,11.15,2938.0,0.7690981028710561,0.141422339454195,0.05508775489499848,White,White_Republican,Republican,False,False,False,False,False,False,True
22105,10218,10508,8814,7798,6924,5258,5424,4441,3891,3511,3108,3430,2858,2433,2404,2019,1882,1491,1367,1037,161,176,184,174,126,2973,3290,2692,2289,2297,2005,1867,1484,1355,1032,0.3459780649498553,15.14,1834.0,14.16,1937.0,0.6012649025879616,0.34210526315789475,0.03881942425123582,White,White_Republican,Republican,False,False,False,False,False,False,True
22109,8197,8029,8380,7161,6804,4041,3929,4196,3549,3384,2605,2644,2961,2513,2424,956,892,824,695,661,126,205,187,143,129,2496,2471,2797,2387,2307,952,884,817,689,658,0.2848566006221835,14.97,1675.0,12.96,1424.0,0.6557306835703273,0.20472845639883502,0.045828336474216205,White,White_Republican,Republican,False,False,False,False,False,False,True
23001,7276,6966,6458,6502,6796,3445,3576,3348,3339,3395,3088,3264,3093,3139,3183,204,156,133,89,114,80,73,56,61,39,3023,3202,3049,3084,3150,199,152,127,89,112,0.5569389208212354,12.46,1342.0,10.1,1096.0,0.9095780960732729,0.03585696190197798,0.018513105329825585,White,White_Competitive,Competitive,False,False,False,False,True,False,False
23005,18599,17608,17512,16646,18255,9069,8842,8698,8339,9306,8206,8082,7976,7682,8620,336,296,245,218,237,277,244,212,177,166,7982,7862,7798,7535,8491,317,283,233,209,219,0.631720785677539,9.86,2777.0,9.23,2753.0,0.8962865643958422,0.028014992851346652,0.024459986861934388,White,White_Democratic,Democratic,False,False,False,False,False,True,False
23011,8098,7211,6656,6635,7330,3948,3609,3414,3346,3767,3740,3419,3251,3218,3630,41,32,19,15,20,56,81,61,41,58,3694,3350,3199,3183,3581,37,28,16,14,16,0.5583049441721564,9.83,1201.0,8.62,1060.0,0.9385668820522712,0.005593596296653487,0.017648760729096345,White,White_Competitive,Competitive,False,False,False,False,True,False,False
23019,11942,14014,9407,8224,8921,5782,6647,4646,4124,4571,5427,6295,4408,3931,4362,77,80,21,25,18,89,101,61,60,41,5346,6205,4355,3877,4328,75,78,19,23,17,0.5095999635469473,9.84,1515.0,7.94,1204.0,0.9364338068366089,0.007783615489394824,0.014399688655380424,White,White_Competitive,Competitive,False,False,False,False,True,False,False
23031,12885,10512,10240,10606,12108,6430,5140,5155,5366,6165,6121,4926,4945,5171,5935,45,29,18,27,25,127,89,93,81,78,6020,4849,4861,5098,5866,42,25,16,24,22,0.5816127376248066,9.6,1893.0,8.25,1725.0,0.9455334908371112,0.00415043739224826,0.016793308217866038,White,White_Competitive,Competitive,False,False,False,False,True,False,False
24003,34496,35462,37023,34778,35886,16222,15998,18196,17523,18327,11797,12017,13565,12701,13432,3137,2813,3224,3319,3432,1112,1418,1677,1578,1352,10910,10830,12145,11422,12326,3014,2694,3088,3167,3298,0.4841500287302979,13.14,7063.0,11.7,6816.0,0.6651004505288396,0.17303787922733338,0.09035713595142797,White,White_Competitive,Competitive,False,False,False,False,True,False,False
24005,56294,57772,53864,49691,49448,28001,29609,28135,25798,26175,16624,18182,16718,14514,14609,9103,8948,8701,8531,8786,1261,1512,1726,1560,1329,15675,17075,15397,13320,13617,8922,8708,8456,8312,8567,0.5673783756025518,12.28,9889.0,11.32,9352.0,0.5481314787771421,0.30494840918340477,0.05743218979674894,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
24013,12690,9398,7836,7581,10110,6137,4423,3801,3833,5319,5667,4116,3568,3575,4929,215,149,102,117,168,190,158,147,135,153,5503,3983,3435,3459,4791,203,139,96,107,162,0.3251119620256931,9.6,1605.0,9.83,1663.0,0.9021315418429128,0.028365264991291366,0.036493323380608775,White,White_Republican,Republican,False,False,False,False,False,False,True
24017,11581,8683,8588,8587,10493,5708,4242,4425,4615,5748,2442,2193,2234,2029,2303,2822,1729,1812,2158,2997,300,268,265,265,273,2261,2015,2050,1845,2118,2747,1674,1755,2107,2937,0.6353144884363155,12.26,1797.0,10.89,1790.0,0.44496310796566785,0.4168046980876374,0.060081313055262764,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
24021,16756,13237,13617,13815,16065,8139,6532,6859,7062,8190,6615,5399,5644,5631,6598,864,671,668,758,831,706,625,768,794,707,6018,4876,4999,4953,6002,816,629,606,697,790,0.4783300448572844,12.22,2852.0,11.18,2965.0,0.7249792206522271,0.09446047034664841,0.10692807901041412,White,White_Competitive,Competitive,False,False,False,False,True,False,False
24025,17343,13906,14308,13898,15717,8347,6704,7125,7143,8184,6411,5322,5714,5575,6381,1431,1052,1017,1148,1291,337,271,324,364,336,6170,5128,5464,5299,6113,1366,1000,970,1098,1249,0.3943030007763103,11.07,2709.0,10.02,2574.0,0.7577245851611673,0.14629029181766165,0.045727636849132176,White,White_Republican,Republican,False,False,False,False,False,False,True
24027,20352,14727,17729,17632,19716,9607,6957,8973,9256,10540,5923,4291,5320,4858,5745,1930,1323,1735,2158,2328,656,558,713,797,763,5431,3861,4772,4274,5164,1858,1278,1673,2057,2242,0.5983910911917343,11.75,3372.0,10.21,3350.0,0.5124672437068213,0.1988406257444612,0.08210910823473358,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
24031,59862,54031,66239,66154,68195,28735,26737,33733,34514,35491,17155,15919,19873,19423,19997,6364,6100,7294,7536,7694,5955,6332,7304,7441,6906,12220,10612,13679,13061,14072,5888,5599,6753,7018,7228,0.7125353611049073,13.69,13304.0,11.12,11696.0,0.3932451781352649,0.20392908279289143,0.22190053061568263,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
24033,67439,70644,64682,61058,60695,32484,33905,32662,31668,31788,7587,10280,8449,7951,6667,22022,20457,21023,20836,22484,4323,5487,6531,6449,5044,4514,6251,3630,3112,2891,21289,19605,20032,19865,21765,0.8930185294468385,14.11,12185.0,12.43,11302.0,0.1322644678576882,0.605710795541304,0.187987987987988,Black,Minority_majority,Democratic,True,False,False,False,False,False,False
