fips,TOT_POP_1519_C,TOT_POP_2024_C,TOT_POP_2529_C,TOT_POP_3034_C,TOT_POP_3539_C,TOT_FEMALE_1519_C,TOT_FEMALE_2024_C,TOT_FEMALE_2529_C,TOT_FEMALE_3034_C,TOT_FEMALE_3539_C,WA_FEMALE_1519_C,WA_FEMALE_2024_C,WA_FEMALE_2529_C,WA_FEMALE_3034_C,WA_FEMALE_3539_C,BA_FEMALE_1519_C,BA_FEMALE_2024_C,BA_FEMALE_2529_C,BA_FEMALE_3034_C,BA_FEMALE_3539_C,H_FEMALE_1519_C,H_FEMALE_2024_C,H_FEMALE_2529_C,H_FEMALE_3034_C,H_FEMALE_3539_C,NHWA_FEMALE_1519_C,NHWA_FEMALE_2024_C,NHWA_FEMALE_2529_C,NHWA_FEMALE_3034_C,NHWA_FEMALE_3539_C,NHBA_FEMALE_1519_C,NHBA_FEMALE_2024_C,NHBA_FEMALE_2529_C,NHBA_FEMALE_3034_C,NHBA_FEMALE_3539_C,dem2020_P,birth_rate_2020_N,births_2020_N,NHWA_FEMALE_2034_share_X,NHBA_FEMALE_2034_share_X,H_FEMALE_2034_share_X,race_category_X,regime_X,pol_group_X,reg_Minority_majority_X,reg_Mixed_Competitive_X,reg_Mixed_Democratic_X,reg_Mixed_Republican_X,reg_White_Competitive_X,reg_White_Democratic_X,reg_White_Republican_X
8031,34533,41721,83843,84065,67516,17192,21448,42148,40343,31955,12778,16473,34864,33681,26164,2190,2185,3038,2752,2559,8256,7614,9111,7966,7331,5532,9815,26929,26686,19728,1904,1927,2725,2467,2296,0.7955051557909651,12.5,9195.0,0.6102617881642117,0.06849209632572952,0.23755279538960353,White,White_Democratic,Democratic,False,False,False,False,False,True,False
8035,26882,18753,19128,21740,26134,12982,9140,9315,10766,12925,11433,8022,7987,9118,11260,202,165,223,231,215,1481,1158,1232,1215,1357,10124,7002,6898,8036,10031,161,140,199,188,183,0.4518598475853285,9.63,3474.0,0.7506929947640396,0.018034974846856712,0.12337017898086992,White,White_Competitive,Competitive,False,False,False,False,True,False,False
8041,49197,57512,60139,56542,52575,22866,24836,27934,27271,25361,17903,19635,22697,22526,21106,1695,2096,2204,1983,1617,5365,5596,5743,5261,4791,13613,15014,17933,18042,17075,1407,1844,1912,1747,1367,0.4274530092305418,12.6,9180.0,0.6370360190402419,0.06875226446446196,0.20739371072325433,White,White_Competitive,Competitive,False,False,False,False,True,False,False
8059,33053,30972,41821,46477,44988,15745,14789,20050,22147,21565,13964,13012,17796,19983,19610,231,272,411,369,321,3630,3468,3903,3813,3536,10765,9966,14360,16595,16452,169,232,326,300,252,0.5787501523751981,9.43,5500.0,0.7180886533534553,0.015056329624820132,0.19625873021443863,White,White_Competitive,Competitive,False,False,False,False,True,False,False
8069,27082,36632,28245,24485,23728,13722,18029,13385,11614,11540,12264,16096,12147,10608,10627,218,261,194,183,126,2214,2460,1867,1682,1674,10341,13986,10531,9194,9182,181,225,160,148,110,0.5621874136347832,8.17,2946.0,0.7834665799014595,0.012387282699637445,0.1396532490471321,White,White_Competitive,Competitive,False,False,False,False,True,False,False
8077,10118,8994,9993,10229,10348,4843,4437,4883,5079,4993,4404,4029,4492,4734,4668,79,89,57,41,36,996,953,900,837,766,3550,3198,3705,4012,3984,53,65,42,30,28,0.347991128080068,9.79,1524.0,0.7580387526911591,0.009514549621501493,0.18681852906451837,White,White_Republican,Republican,False,False,False,False,False,False,True
8101,10820,9766,11050,10850,10773,5165,4696,5396,5431,5325,4480,4118,4673,4874,4766,146,141,206,142,115,2744,2468,2456,2346,2343,2108,1947,2509,2792,2707,74,85,161,103,78,0.495713525328139,10.1,1715.0,0.4669200541132513,0.022482767506281004,0.4683373059331315,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
8123,23703,19691,23712,26015,25322,11884,9720,11629,12656,11885,10781,8842,10579,11649,10985,266,184,211,188,159,4639,3826,3931,3608,3376,6552,5304,6969,8342,7908,188,141,165,146,104,0.3956304574364871,13.02,4350.0,0.6062343772974562,0.013292162917218056,0.33421555653580354,White,White_Republican,Republican,False,False,False,False,False,False,True
10001,12263,12101,12270,12047,11414,6156,6092,6073,6120,5903,3186,3227,3797,4100,3833,2352,2324,1794,1651,1679,607,576,569,488,487,2818,2841,3369,3741,3493,2196,2200,1712,1566,1586,0.5119448434357943,11.41,2096.0,0.5442165709598031,0.2995898277276456,0.08930817610062892,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
10003,38539,34664,39233,41750,38051,19275,17325,19777,21059,18942,12009,10449,11548,13107,11459,5259,5116,5988,5651,5336,2952,2381,2431,2467,2302,9690,8576,9676,11218,9635,4847,4780,5607,5262,5022,0.6780654514607156,10.89,6116.0,0.5066969274943691,0.2690634617699145,0.12515259366241985,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
10005,11448,10294,11723,11708,11846,5532,4941,5731,5974,5906,4040,3676,4333,4611,4613,961,840,978,991,916,1127,835,713,764,798,3147,3024,3789,4013,3969,883,768,931,947,871,0.4381996412888861,9.02,2180.0,0.6503664544034603,0.15895710681244743,0.13889222636068727,White,White_Competitive,Competitive,False,False,False,False,True,False,False
11001,36332,49332,77369,79873,63686,19195,27360,42197,41311,32503,7809,13207,23201,23430,17247,9719,11189,14827,13530,11941,2258,2481,3991,4117,3570,6138,11293,20036,20134,14515,9351,10872,14354,13081,11429,0.9214969392140692,12.45,8874.0,0.46418263159793627,0.34551899556229027,0.09550997582710971,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
12001,23869,42450,22639,19360,16921,12632,21875,11422,9688,8438,8555,16163,7601,6420,5639,2651,3407,2782,2313,1970,1940,3694,1628,1261,1153,6839,12735,6140,5321,4624,2547,3271,2677,2231,1901,0.629042663599899,9.41,2551.0,0.5628940328021402,0.19027567756194022,0.15314644643480285,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
12005,9403,9352,11402,11735,11547,4661,4422,5492,5710,5682,3573,3362,4271,4603,4577,669,683,824,744,656,497,449,481,506,606,3151,3008,3862,4166,4053,641,658,789,712,620,0.2753482972136223,11.07,1896.0,0.7063492063492064,0.13818484383000512,0.09190988223246288,White,White_Republican,Republican,False,False,False,False,False,False,True
12009,32190,30251,34175,34582,34178,15341,14256,16488,16927,17395,11543,11027,13013,13495,13960,2305,2066,2319,2251,2200,2462,2170,2135,2320,2545,9499,9159,11240,11519,11764,2102,1933,2143,2078,2012,0.4117622600924704,8.09,4922.0,0.669547523651696,0.1290931593631348,0.13897338004237378,White,White_Competitive,Competitive,False,False,False,False,True,False,False
12011,110373,106444,123274,132522,133836,54332,52860,61807,66384,67733,30128,29396,34295,38376,39195,20036,19666,22852,23189,23177,18186,17735,19514,22774,24306,13815,13365,16762,17766,17343,18901,18641,21643,21776,21654,0.646100126139221,10.19,19946.0,0.2645276745226483,0.342776344786828,0.33152537130421816,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
12015,6619,6777,7317,7216,7179,3137,3060,3422,3371,3479,2570,2528,2933,2912,3015,314,276,309,279,271,457,435,426,433,485,2172,2142,2562,2534,2593,286,251,279,249,232,0.3633574007220216,5.36,1043.0,0.7345985994113468,0.07906221455394297,0.13133055922054196,White,White_Republican,Republican,False,False,False,False,False,False,True
12017,6379,5611,6732,6593,6234,3050,2649,3220,3202,3149,2692,2332,2919,2941,2840,155,150,126,129,151,307,244,226,279,249,2442,2123,2735,2695,2611,133,133,107,111,138,0.290661745772895,6.89,1055.0,0.832653511189505,0.03869474148384963,0.08257083011795834,White,White_Republican,Republican,False,False,False,False,False,False,True
12019,14415,11732,12678,14013,14839,6879,5741,6217,7035,7602,5173,4307,4783,5390,5886,1052,930,988,1136,1126,909,777,709,921,1011,4416,3695,4217,4688,5048,976,836,896,989,1030,0.3080020899481532,9.5,2107.0,0.6634023061127784,0.14326330753435476,0.12673090085821093,White,White_Republican,Republican,False,False,False,False,False,False,True
12021,18250,16862,17196,17505,18048,8770,8053,8290,8221,8708,7248,6721,6946,7071,7360,1033,908,950,800,913,3845,3366,3422,3328,3443,3679,3567,3731,3907,4081,891,792,829,724,834,0.3735047012289599,8.06,3166.0,0.4561553492916463,0.09546490799544048,0.41182217879824135,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
12031,57489,62646,81020,80756,70445,28283,31038,40875,40957,35630,14519,17387,23646,23983,20650,10805,10630,13480,13339,11653,3843,4046,4751,4898,4461,11532,14119,19701,19926,16960,10325,10174,13045,12807,11185,0.5124710847774036,12.93,12495.0,0.47617613183308233,0.3191813590856738,0.12133427837334987,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12033,21400,24224,24594,22343,19770,9638,11339,11933,11077,9842,5837,7344,7739,7366,6503,2729,2725,3239,2835,2535,805,919,877,817,675,5210,6576,6996,6684,5931,2652,2657,3184,2773,2480,0.4163184091282605,11.57,3731.0,0.5897114908730967,0.25077877085213546,0.07607208361233224,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12053,10082,9181,10145,10628,10207,5031,4546,4991,5357,5220,4256,3871,4385,4685,4604,413,383,351,428,401,1069,894,868,990,1038,3324,3111,3598,3790,3648,348,326,315,379,349,0.3444575016984631,7.99,1589.0,0.7049147307640661,0.06848395326977307,0.18477239156707398,White,White_Republican,Republican,False,False,False,False,False,False,True
12057,92369,91704,107810,111524,106153,45262,46124,54427,55948,53417,31419,32216,37192,38881,37899,9419,9800,12283,11985,10660,15179,14853,16124,16436,16634,18348,19185,23014,24444,23116,8221,8779,11154,10696,9408,0.5285585685536252,11.07,16589.0,0.4258365868152512,0.19571371063073886,0.3029604023028901,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12061,7091,6772,7561,7439,7334,3408,3241,3643,3742,3663,2700,2524,2888,3012,2992,488,475,545,573,497,826,625,625,669,651,1935,1949,2304,2392,2397,461,460,532,546,481,0.3882072955561938,7.35,1194.0,0.6253529079616036,0.14473931865236214,0.18059476755128928,White,White_Republican,Republican,False,False,False,False,False,False,True
12069,19744,17808,20560,21649,21559,9586,8810,10504,10909,10933,7257,6801,8233,8679,8667,1560,1359,1638,1600,1625,2401,2121,2167,2283,2440,5156,4944,6342,6686,6472,1403,1222,1485,1425,1483,0.3951702206195519,8.79,3301.0,0.5946464613043047,0.1367170697812924,0.21741719882208912,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
12071,39467,37478,40330,41377,40538,19237,18660,19965,20618,20041,15510,14930,16269,16927,16505,2531,2629,2647,2669,2472,6726,5967,6099,6066,6377,9368,9470,10663,11358,10632,2215,2336,2389,2386,2185,0.4003437429391798,8.57,6775.0,0.5315564708066776,0.12003105852168189,0.3060614756173725,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12073,25523,44904,22955,18287,17846,13696,23923,11709,9395,9262,7822,13384,6301,5255,5278,4957,9057,4558,3370,3298,1253,2519,1065,833,819,6741,11413,5401,4584,4585,4850,8664,4472,3280,3227,0.6353503673379202,9.94,2936.0,0.47522597552579565,0.36458125124925045,0.09809669753703333,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
12081,19967,18661,20487,20842,21338,9552,9096,10341,10567,10734,7521,7266,8104,8480,8677,1272,1213,1585,1488,1367,2927,2426,2487,2324,2476,4847,5051,5855,6377,6407,1160,1113,1464,1379,1282,0.4155919578904672,8.25,3392.0,0.576023196907079,0.13184908678842822,0.24120117317690976,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12083,18952,17812,20486,20439,19744,9238,8757,10298,10507,10219,6934,6598,7857,8178,7844,1734,1654,1939,1906,1808,2204,1936,1823,1895,1977,4963,4884,6274,6529,6087,1598,1523,1779,1736,1669,0.366275883665401,9.16,3422.0,0.5983018740274677,0.17042148704417834,0.1912590487788377,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
12085,7536,6733,7138,7376,7696,3623,3171,3212,3444,3537,3065,2746,2767,3001,3049,271,229,263,251,229,922,721,646,661,669,2266,2101,2191,2409,2480,237,209,246,235,204,0.3736908210603083,7.7,1248.0,0.6818968148977308,0.07021471456192124,0.20637020453851634,White,White_Republican,Republican,False,False,False,False,False,False,True
12086,155575,156864,178483,194468,186599,76153,77593,88171,94508,91651,57677,58588,65776,72225,71468,15618,16027,18611,18528,16775,49391,51245,57297,63147,63862,10832,10001,11557,12408,10840,13890,14204,16461,16225,14437,0.5341074120689894,10.22,27675.0,0.13050193643572877,0.18015768119505748,0.6596522099956968,Hispanic,Minority_majority,Competitive,True,False,False,False,False,False,False
12091,11580,13774,16529,16632,14764,5417,5989,7607,7823,7043,4068,4509,5927,6284,5657,691,833,989,894,738,754,860,924,1025,925,3442,3793,5134,5421,4864,632,764,926,806,682,0.2942950684437111,12.02,2558.0,0.6698725430692376,0.1165320509827723,0.13114524487604462,White,White_Republican,Republican,False,False,False,False,False,False,True
12095,95246,104836,118421,116455,107973,47482,53721,59285,57594,53790,31258,35802,39010,38559,36289,11593,12823,14658,13606,12315,16791,17881,19120,19137,19054,16632,20106,22169,21732,19530,10317,11520,13230,12154,10864,0.6101516366158328,11.18,15707.0,0.3751875732708089,0.21631887456037516,0.32906213364595543,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
12097,26746,25194,27043,28022,28799,13061,12673,13548,13659,14201,9995,9795,10515,10718,11230,2074,1890,2017,1923,2003,8221,7561,6981,7581,8449,2881,3252,4388,4053,3787,1358,1297,1469,1335,1367,0.5642499246097102,11.63,4481.0,0.2932046138415246,0.10283350050150451,0.5547392176529589,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12099,81739,77281,84861,89860,87863,39922,38220,41821,44102,43333,26192,25461,27725,29670,29736,10789,10191,11392,11443,10551,11456,11245,11072,11967,12881,15954,15351,17721,18928,18069,10217,9615,10831,10840,9931,0.5607805907718733,9.36,14112.0,0.4188717849576698,0.2520158204651088,0.2761653899132452,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12101,31890,28237,29854,32997,35075,15541,13943,14991,16858,18019,12828,11568,12678,14198,15073,1401,1265,1293,1456,1622,3554,3053,2966,3434,3845,9693,8880,10043,11144,11674,1185,1068,1124,1244,1365,0.3943206278769414,8.71,4968.0,0.6565994060097834,0.07503494060097833,0.20643343815513626,White,White_Republican,Republican,False,False,False,False,False,False,True
12103,43387,44676,57258,58447,55906,20985,22413,28881,29562,28151,15383,16927,21896,22958,22138,3460,3479,4634,4277,3662,3510,3489,3761,3800,3824,12418,13874,18702,19633,18766,3200,3249,4359,4041,3430,0.4956987038046148,7.64,7462.0,0.6457034728406055,0.1440709409320273,0.13666270901355496,White,White_Competitive,Competitive,False,False,False,False,True,False,False
12105,45844,42979,47547,47829,45985,22493,21531,23730,23893,23104,16657,16134,17833,18318,17589,4315,4160,4553,4386,4298,7980,6682,6700,6859,7427,9672,10175,11889,12246,10978,3743,3746,4153,3908,3793,0.4225679958981052,10.72,7984.0,0.49613905197096336,0.1707348815686728,0.2926945657518003,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12109,17093,12291,11256,14196,17915,8286,6014,5618,7434,9272,7080,5148,4804,6410,7975,504,421,452,500,528,905,601,481,745,979,6269,4614,4376,5738,7093,464,393,426,469,474,0.3615064940947334,7.71,2148.0,0.772474562047624,0.06755480960872758,0.09582502884716249,White,White_Republican,Republican,False,False,False,False,False,False,True
12111,18220,16699,18323,18996,18483,8542,8176,9084,9517,9463,5292,5218,6221,6641,6548,2641,2398,2295,2324,2348,2443,2072,2139,2160,2443,3135,3389,4325,4750,4369,2495,2277,2164,2172,2192,0.4886884398468946,8.97,3024.0,0.46547410090749525,0.24696567950106435,0.23792807259961907,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12113,11155,10268,12364,13276,13150,5248,4459,5423,6185,6264,4444,3827,4716,5406,5464,335,262,299,362,334,437,413,424,451,452,4114,3478,4349,5017,5076,296,248,281,342,317,0.258229836899596,9.75,1844.0,0.7994025020227796,0.05421049355822493,0.0801643119437356,White,White_Republican,Republican,False,False,False,False,False,False,True
12115,18625,16764,18097,17959,18292,9068,8331,8881,8907,9365,7647,7043,7589,7723,8151,689,674,744,667,655,1824,1489,1301,1374,1584,5991,5710,6423,6470,6700,619,611,680,614,591,0.4439064954264067,5.98,2653.0,0.7122401317048892,0.07293541100348405,0.15942417397296987,White,White_Competitive,Competitive,False,False,False,False,True,False,False
12117,28072,27874,33256,34618,34691,13791,13938,16529,17208,17394,10209,10459,12136,12835,13169,2131,2178,2896,2712,2580,3739,3747,4123,4426,4606,6988,7166,8548,8928,9215,1825,1916,2587,2406,2168,0.5081302839177194,9.36,4437.0,0.5168746722600944,0.14491872050340848,0.25791295228106975,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
12127,29816,30387,31923,32512,30162,14094,14736,15698,15921,14912,10192,10928,12261,12522,11972,2798,2732,2555,2549,2095,3044,2928,2761,2784,2884,7623,8471,9859,10121,9447,2560,2518,2348,2299,1883,0.4247183994223244,8.42,4726.0,0.6137633480746414,0.1545680077661525,0.1827850285837558,White,White_Competitive,Competitive,False,False,False,False,True,False,False
13021,10903,10779,11417,10446,9578,5404,5655,5984,5577,5062,1692,1927,1887,1932,1796,3423,3353,3868,3446,3080,237,254,224,234,212,1525,1738,1727,1762,1643,3373,3311,3822,3405,3048,0.6139374593938024,13.83,2112.0,0.30361291821561337,0.6121050185873605,0.041356877323420076,Black,Minority_majority,Democratic,True,False,False,False,False,False,False
13051,19281,21937,24274,22538,20361,9912,11047,12233,11422,10230,4268,5101,6253,5818,5183,4919,5149,5132,4815,4331,877,1065,1067,980,935,3605,4224,5389,5073,4456,4789,5030,5001,4660,4209,0.5865237595562884,12.09,3500.0,0.4232032735865368,0.4233473575010086,0.08967782836724109,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
13057,18763,15001,15160,16249,18004,9030,7436,7558,8274,8947,7666,6354,6304,6966,7618,807,681,761,763,785,1395,1057,929,968,1136,6438,5414,5540,6145,6630,738,632,700,701,724,0.2954774563281088,9.53,2528.0,0.7348719271101942,0.08737321643458827,0.1269554753309266,White,White_Republican,Republican,False,False,False,False,False,False,True
13059,12667,23185,11338,9300,7815,7006,11994,5832,4817,3949,4819,8945,3607,2872,2311,1515,2121,1732,1510,1383,745,776,552,474,475,4162,8255,3123,2451,1878,1473,2078,1694,1482,1364,0.7022383262228975,10.18,1301.0,0.6107406262421057,0.23203639093759662,0.07958309411297089,White,White_Democratic,Democratic,False,False,False,False,False,True,False
13063,21863,20627,24227,22755,19987,10991,10510,12798,12422,11058,2149,1720,1724,1635,1662,7865,7863,10141,9882,8451,2191,1649,1377,1276,1315,422,489,729,770,706,7570,7597,9865,9565,8186,0.8498540197963398,12.4,3628.0,0.0556395186118108,0.7564231738035264,0.12040302267002519,Black,Minority_majority,Democratic,True,False,False,False,False,False,False
13067,52503,48222,55318,55642,55723,25946,23947,27777,28124,28482,15457,13587,15073,15247,15893,7925,8154,9799,9917,9695,5121,4132,3790,3641,4140,11109,10095,11900,12266,12391,7505,7792,9422,9476,9273,0.563424136372179,11.34,8650.0,0.42907774772066926,0.33426009417894,0.14481264402364494,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
13089,45249,45478,62286,64467,57871,22402,23918,32803,33453,29954,7498,7195,10922,11968,10982,12603,14143,18456,17694,15723,3480,2599,2885,2696,2618,4873,5248,8782,9983,9036,12135,13758,17993,17215,15256,0.8312396845772969,13.33,10158.0,0.2662962716525828,0.5430168341207,0.09071350943731009,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
13121,70573,74049,94269,89732,80120,34981,36943,47994,45342,40800,14173,15034,20968,19084,16271,16887,17697,21695,21114,19689,3784,3137,3739,3428,3176,11129,12600,18015,16383,13756,16417,17298,21191,20570,19206,0.726460424771137,11.23,12104.0,0.3607488543817499,0.45332709032154067,0.07909179530085432,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
13135,74472,61905,61688,62291,68038,36567,30516,31180,31853,34878,18762,15495,14831,15260,16855,11935,10206,10662,10729,12039,10572,8258,7193,7164,8371,9802,8490,8805,9285,9841,11111,9505,10053,9997,11183,0.5843137254901961,11.2,10560.0,0.28412917294679796,0.3159306887299704,0.24174496787779667,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
13139,14582,13092,13115,12691,12518,6948,6512,6505,6217,6178,5882,5537,5494,5279,5256,622,614,659,618,555,2808,2357,2080,1845,1959,3274,3327,3551,3576,3451,562,572,598,551,499,0.2765153607370502,12.02,2483.0,0.543516689196215,0.08947696786939795,0.3266091296662161,Mixed,Mixed_Republican,Republican,False,False,False,True,False,False,False
13151,19121,15778,15118,14629,15560,9355,8009,7766,7861,8667,3518,3047,2898,3160,3242,5070,4382,4328,4206,4856,866,699,612,605,701,2899,2543,2480,2731,2782,4891,4259,4191,4085,4695,0.596992064655945,11.05,2643.0,0.32805889321374176,0.5303350820781858,0.08106278558131663,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
13153,11040,10196,11473,11848,12049,5359,5024,5773,6241,6358,2891,2710,3118,3431,3584,2057,1941,2269,2376,2322,534,441,392,392,486,2466,2347,2794,3112,3197,2008,1895,2232,2329,2285,0.4307766328535343,11.99,1919.0,0.48438783894823334,0.37891771334663693,0.07189811010682005,Mixed,Mixed_Competitive,Competitive,False,True,False,False,False,False,False
13215,13227,13623,17018,16030,14572,6459,6717,8496,8153,7397,2509,2726,3541,3518,3207,3424,3528,4424,4057,3623,580,546,612,684,707,2120,2333,3086,2999,2688,3319,3424,4328,3944,3495,0.6149386042238307,14.33,2815.0,0.36026705469485576,0.5005563639476162,0.07883249165454079,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
13245,14175,15771,17757,15809,13293,6439,7319,8870,8217,6932,1703,2521,3150,2718,2139,4327,4354,5253,5038,4400,402,494,544,440,354,1429,2178,2757,2423,1928,4244,4261,5148,4936,4308,0.6794612485060219,14.25,2879.0,0.30148324182578057,0.5877653036138655,0.060558878964189135,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
15001,10773,9444,10980,12063,12717,5220,4743,5493,6120,6411,950,993,1361,1764,1983,26,33,49,57,48,863,680,684,730,716,785,845,1191,1525,1733,19,27,39,48,40,0.6688113512651741,9.98,2030.0,0.21771826852531181,0.006969919295671314,0.12802641232575201,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
15003,54136,68303,75727,74108,70806,25675,28977,34966,35250,34162,3614,7197,8993,8815,7950,642,1208,1458,1308,1045,3144,3766,4105,3599,3325,2870,5577,7132,7160,6510,554,1092,1344,1178,934,0.6251367435920252,11.76,11331.0,0.20030647323903905,0.03643402256207595,0.1156331595979555,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
15009,8999,7874,9171,10467,11593,4371,4093,4648,5413,5784,840,911,1561,1912,2101,25,19,25,46,48,665,555,606,603,679,618,705,1299,1609,1776,20,18,20,40,39,0.6658549631214459,10.11,1697.0,0.25526352974424193,0.005510809665112336,0.12462908011869436,Mixed,Mixed_Democratic,Democratic,False,False,True,False,False,False,False
16001,34304,29846,34067,35083,36754,16649,14287,16318,17380,17984,14860,12743,14677,15647,16454,238,259,247,206,207,2007,2050,1987,1706,1771,13113,10924,12935,14117,14835,222,231,214,184,196,0.4647035919025093,9.88,4883.0,0.7914139835365218,0.013108262998853808,0.11968323434406586,White,White_Competitive,Competitive,False,False,False,False,True,False,False
