state,fips,county,pop_2010,pop_2020
Minnesota,27155,Traverse,3558.0,3357.0
Minnesota,27157,Wabasha,21676.0,21384.0
Minnesota,27159,Wadena,13843.0,14062.0
Minnesota,27161,Waseca,19136.0,18963.0
Minnesota,27163,Washington,238136.0,267557.0
Minnesota,27165,Watonwan,11211.0,11262.0
Minnesota,27167,Wilkin,6576.0,6508.0
Minnesota,27169,Winona,51461.0,49666.0
Minnesota,27171,Wright,124700.0,141349.0
Minnesota,27173,Yellow Medicine,10438.0,9523.0
Mississippi,28001,Adams,32297.0,29538.0
Mississippi,28003,Alcorn,37057.0,34746.0
Mississippi,28005,Amite,13131.0,12721.0
Mississippi,28007,Attala,19564.0,17886.0
Mississippi,28009,Benton,8729.0,7646.0
Mississippi,28011,Bolivar,34145.0,30980.0
Mississippi,28013,Calhoun,14962.0,13263.0
Mississippi,28015,Carroll,10597.0,9999.0
Mississippi,28017,Chickasaw,17392.0,17110.0
Mississippi,28019,Choctaw,8547.0,8249.0
Mississippi,28021,Claiborne,9604.0,9135.0
Mississippi,28023,Clarke,16732.0,15610.0
Mississippi,28025,Clay,20634.0,18633.0
Mississippi,28027,Coahoma,26151.0,21385.0
Mississippi,28029,Copiah,29449.0,28369.0
Mississippi,28031,Covington,19568.0,18335.0
Mississippi,28033,Desoto,161252.0,185312.0
Mississippi,28035,Forrest,74934.0,78162.0
Mississippi,28037,Franklin,8118.0,7681.0
Mississippi,28039,George,22578.0,24347.0
Mississippi,28041,Greene,14400.0,13540.0
Mississippi,28043,Grenada,21906.0,21629.0
Mississippi,28045,Hancock,43929.0,46048.0
Mississippi,28047,Harrison,187105.0,208620.0
Mississippi,28049,Hinds,245285.0,227741.0
Mississippi,28051,Holmes,19198.0,17003.0
Mississippi,28053,Humphreys,9375.0,7795.0
Mississippi,28055,Issaquena,1406.0,1338.0
Mississippi,28057,Itawamba,23401.0,23862.0
Mississippi,28059,Jackson,139668.0,143245.0
Mississippi,28061,Jasper,17062.0,16367.0
Mississippi,28063,Jefferson,7726.0,7256.0
Mississippi,28065,Jefferson Davis,12487.0,11320.0
Mississippi,28067,Jones,67761.0,67244.0
Mississippi,28069,Kemper,10456.0,8983.0
Mississippi,28071,Lafayette,47351.0,55814.0
Mississippi,28073,Lamar,55658.0,64219.0
Mississippi,28075,Lauderdale,80261.0,72981.0
Mississippi,28077,Lawrence,12929.0,12011.0
Mississippi,28079,Leake,23805.0,21272.0
Mississippi,28081,Lee,82910.0,83351.0
Mississippi,28083,Leflore,32317.0,28342.0
Mississippi,28085,Lincoln,34869.0,34907.0
Mississippi,28087,Lowndes,59779.0,58881.0
Mississippi,28089,Madison,95203.0,109152.0
Mississippi,28091,Marion,27088.0,24439.0
Mississippi,28093,Marshall,37144.0,33753.0
Mississippi,28095,Monroe,36989.0,34177.0
Mississippi,28097,Montgomery,10925.0,9819.0
Mississippi,28099,Neshoba,29676.0,29092.0
Mississippi,28101,Newton,21720.0,21294.0
Mississippi,28103,Noxubee,11545.0,10279.0
Mississippi,28105,Oktibbeha,47671.0,51787.0
Mississippi,28107,Panola,34707.0,33203.0
Mississippi,28109,Pearl River,55834.0,56153.0
Mississippi,28111,Perry,12250.0,11508.0
Mississippi,28113,Pike,40404.0,40326.0
Mississippi,28115,Pontotoc,29957.0,31187.0
Mississippi,28117,Prentiss,25276.0,25006.0
Mississippi,28119,Quitman,8223.0,6177.0
Mississippi,28121,Rankin,141617.0,157025.0
Mississippi,28123,Scott,28264.0,27991.0
Mississippi,28125,Sharkey,4916.0,3801.0
Mississippi,28127,Simpson,27503.0,25957.0
Mississippi,28129,Smith,16491.0,14208.0
Mississippi,28131,Stone,17786.0,18336.0
Mississippi,28133,Sunflower,29450.0,25972.0
Mississippi,28135,Tallahatchie,15378.0,12712.0
Mississippi,28137,Tate,28886.0,28067.0
Mississippi,28139,Tippah,22232.0,21819.0
Mississippi,28141,Tishomingo,19593.0,18854.0
Mississippi,28143,Tunica,10778.0,9787.0
Mississippi,28145,Union,27134.0,27791.0
Mississippi,28147,Walthall,15443.0,13884.0
Mississippi,28149,Warren,48773.0,44715.0
Mississippi,28151,Washington,51137.0,44922.0
Mississippi,28153,Wayne,20747.0,19778.0
Mississippi,28155,Webster,10253.0,9924.0
Mississippi,28157,Wilkinson,9878.0,8587.0
Mississippi,28159,Winston,19198.0,17715.0
Mississippi,28161,Yalobusha,12678.0,12482.0
Mississippi,28163,Yazoo,28065.0,26751.0
Missouri,29001,Adair,25607.0,25312.0
Missouri,29003,Andrew,17291.0,18132.0
Missouri,29005,Atchison,5685.0,5304.0
Missouri,29007,Audrain,25529.0,24959.0
Missouri,29009,Barry,35597.0,34533.0
Missouri,29011,Barton,12402.0,11638.0
Missouri,29013,Bates,17049.0,16038.0
Missouri,29015,Benton,19056.0,19392.0
Missouri,29017,Bollinger,12363.0,10574.0
Missouri,29019,Boone,162642.0,183604.0
Missouri,29021,Buchanan,89201.0,84796.0
Missouri,29023,Butler,42794.0,42135.0
Missouri,29025,Caldwell,9424.0,8812.0
Missouri,29027,Callaway,44332.0,44287.0
Missouri,29029,Camden,44002.0,42745.0
Missouri,29031,Cape Girardeau,75674.0,81710.0
Missouri,29033,Carroll,9295.0,8495.0
Missouri,29035,Carter,6265.0,5200.0
Missouri,29037,Cass,99478.0,107823.0
Missouri,29039,Cedar,13982.0,14187.0
Missouri,29041,Chariton,7831.0,7411.0
Missouri,29043,Christian,77422.0,88841.0
Missouri,29045,Clark,7139.0,6638.0
Missouri,29047,Clay,221939.0,253329.0
Missouri,29049,Clinton,20743.0,21176.0
Missouri,29051,Cole,75990.0,77280.0
Missouri,29053,Cooper,17601.0,17103.0
Missouri,29055,Crawford,24696.0,23054.0
Missouri,29057,Dade,7883.0,7568.0
Missouri,29059,Dallas,16777.0,17066.0
Missouri,29061,Daviess,8433.0,8432.0
Missouri,29063,Dekalb,12892.0,11034.0
Missouri,29065,Dent,15657.0,14416.0
Missouri,29067,Douglas,13684.0,11576.0
Missouri,29069,Dunklin,31953.0,28285.0
Missouri,29071,Franklin,101492.0,104689.0
Missouri,29073,Gasconade,15222.0,14794.0
Missouri,29075,Gentry,6738.0,6162.0
Missouri,29077,Greene,275174.0,298913.0
Missouri,29079,Grundy,10261.0,9806.0
Missouri,29081,Harrison,8957.0,8163.0
Missouri,29083,Henry,22272.0,21945.0
Missouri,29085,Hickory,9627.0,8274.0
Missouri,29087,Holt,4912.0,4231.0
Missouri,29089,Howard,10144.0,10155.0
Missouri,29091,Howell,40400.0,39749.0
Missouri,29093,Iron,10630.0,9534.0
Missouri,29095,Jackson,674158.0,717216.0
Missouri,29097,Jasper,117404.0,122770.0
Missouri,29099,Jefferson,218733.0,226569.0
Missouri,29101,Johnson,52595.0,54010.0
Missouri,2938000,Kansas City,,
Missouri,29103,Knox,4131.0,3743.0
Missouri,29105,Laclede,35571.0,36037.0
Missouri,29107,Lafayette,33381.0,32983.0
Missouri,29109,Lawrence,38634.0,38011.0
Missouri,29111,Lewis,10211.0,10032.0
Missouri,29113,Lincoln,52566.0,59578.0
Missouri,29115,Linn,12761.0,11875.0
Missouri,29117,Livingston,15195.0,14548.0
Missouri,29121,Macon,15566.0,15210.0
Missouri,29123,Madison,12226.0,12626.0
Missouri,29125,Maries,9176.0,8428.0
Missouri,29127,Marion,28781.0,28529.0
Missouri,29119,Mcdonald,23083.0,23301.0
Missouri,29129,Mercer,3785.0,3537.0
Missouri,29131,Miller,24748.0,24727.0
Missouri,29133,Mississippi,14358.0,12573.0
Missouri,29135,Moniteau,15607.0,15474.0
Missouri,29137,Monroe,8840.0,8662.0
Missouri,29139,Montgomery,12236.0,11312.0
Missouri,29141,Morgan,20565.0,21002.0
Missouri,29143,New Madrid,18956.0,16428.0
Missouri,29145,Newton,58114.0,58647.0
Missouri,29147,Nodaway,23370.0,21235.0
Missouri,29149,Oregon,10881.0,8636.0
Missouri,29151,Osage,13878.0,13275.0
Missouri,29153,Ozark,9723.0,8552.0
Missouri,29155,Pemiscot,18296.0,15662.0
Missouri,29157,Perry,18971.0,18954.0
Missouri,29159,Pettis,42201.0,42984.0
Missouri,29161,Phelps,45156.0,44636.0
Missouri,29163,Pike,18516.0,17581.0
Missouri,29165,Platte,89322.0,106733.0
Missouri,29167,Polk,31137.0,31524.0
Missouri,29169,Pulaski,52274.0,53960.0
Missouri,29171,Putnam,4979.0,4678.0
Missouri,29173,Ralls,10167.0,10356.0
Missouri,29175,Randolph,25414.0,24707.0
Missouri,29177,Ray,23494.0,23161.0
Missouri,29179,Reynolds,6696.0,6097.0
Missouri,29181,Ripley,14100.0,10677.0
Missouri,29195,Saline,23370.0,23327.0
Missouri,29197,Schuyler,4431.0,4029.0
Missouri,29199,Scotland,4843.0,4717.0
Missouri,29201,Scott,39191.0,38054.0
Missouri,29203,Shannon,8441.0,7026.0
Missouri,29205,Shelby,6373.0,6102.0
Missouri,29183,St. Charles,360485.0,405271.0
Missouri,29185,St. Clair,9805.0,9283.0
Missouri,29187,St. Francois,65359.0,66919.0
Missouri,29510,St. Louis City,319294.0,301565.0
Missouri,29189,St. Louis County,998954.0,1004305.0
Missouri,29186,Ste. Genevieve,18145.0,18478.0
Missouri,29207,Stoddard,29968.0,28677.0
Missouri,29209,Stone,32202.0,31082.0
Missouri,29211,Sullivan,6714.0,5997.0
Missouri,29213,Taney,51675.0,56058.0
Missouri,29215,Texas,26008.0,24492.0
Missouri,29217,Vernon,21159.0,19709.0
Missouri,29219,Warren,32513.0,35528.0
Missouri,29221,Washington,25195.0,23515.0
Missouri,29223,Wayne,13521.0,10974.0
Missouri,29225,Webster,36202.0,39089.0
Missouri,29227,Worth,2171.0,1968.0
Missouri,29229,Wright,18815.0,18188.0
Montana,30001,Beaverhead,9246.0,9374.0
Montana,30003,Big Horn,12865.0,13125.0
Montana,30005,Blaine,6491.0,7044.0
Montana,30007,Broadwater,5612.0,6775.0
Montana,30009,Carbon,10078.0,10471.0
Montana,30011,Carter,1160.0,1411.0
Montana,30013,Cascade,81327.0,84409.0
Montana,30015,Chouteau,5813.0,5898.0
Montana,30017,Custer,11699.0,11869.0
Montana,30019,Daniels,1751.0,1657.0
Montana,30021,Dawson,8966.0,8944.0
Montana,30023,Deer Lodge,9298.0,9424.0
Montana,30025,Fallon,2890.0,3049.0
Montana,30027,Fergus,11586.0,11447.0
Montana,30029,Flathead,90928.0,104354.0
Montana,30031,Gallatin,89513.0,118958.0
Montana,30033,Garfield,1206.0,1172.0
Montana,30035,Glacier,13399.0,13777.0
Montana,30037,Golden Valley,884.0,824.0
Montana,30039,Granite,3079.0,3310.0
Montana,30041,Hill,16096.0,16311.0
Montana,30043,Jefferson,11406.0,12082.0
Montana,30045,Judith Basin,2072.0,2016.0
Montana,30047,Lake,28746.0,31142.0
Montana,30049,Lewis And Clark,63395.0,70970.0
Montana,30051,Liberty,2339.0,1956.0
Montana,30053,Lincoln,19687.0,19672.0
Montana,30057,Madison,7691.0,8627.0
Montana,30055,Mccone,1734.0,1726.0
Montana,30059,Meagher,1891.0,1924.0
Montana,30061,Mineral,4223.0,4531.0
Montana,30063,Missoula,109299.0,117927.0
Montana,30065,Musselshell,4538.0,4737.0
Montana,30067,Park,15636.0,17190.0
Montana,30069,Petroleum,494.0,495.0
Montana,30071,Phillips,4253.0,4220.0
Montana,30073,Pondera,6153.0,5903.0
Montana,30075,Powder River,1743.0,1697.0
Montana,30077,Powell,7027.0,6945.0
Montana,30079,Prairie,1179.0,1091.0
Montana,30081,Ravalli,40212.0,44171.0
Montana,30083,Richland,9746.0,11494.0
Montana,30085,Roosevelt,10425.0,10798.0
Montana,30087,Rosebud,9233.0,8335.0
Montana,30089,Sanders,11413.0,12398.0
Montana,30091,Sheridan,3384.0,3546.0
Montana,30093,Silver Bow,34200.0,35132.0
Montana,30095,Stillwater,9117.0,8964.0
Montana,30097,Sweet Grass,3651.0,3677.0
Montana,30099,Teton,6073.0,6226.0
Montana,30101,Toole,5324.0,4975.0
Montana,30103,Treasure,718.0,760.0
Montana,30105,Valley,7369.0,7576.0
Montana,30107,Wheatland,2168.0,2070.0
Montana,30109,Wibaux,1017.0,937.0
Montana,30111,Yellowstone,147972.0,164731.0
Nebraska,31001,Adams,31364.0,31199.0
Nebraska,31003,Antelope,6685.0,6292.0
Nebraska,31005,Arthur,460.0,430.0
Nebraska,31007,Banner,690.0,676.0
Nebraska,31009,Blaine,478.0,428.0
Nebraska,31011,Boone,5505.0,5375.0
Nebraska,31013,Box Butte,11308.0,10842.0
Nebraska,31015,Boyd,2099.0,1810.0
Nebraska,31017,Brown,3145.0,2895.0
Nebraska,31019,Buffalo,46102.0,50084.0
Nebraska,31021,Burt,6858.0,6724.0
Nebraska,31023,Butler,8395.0,8374.0
Nebraska,31025,Cass,25241.0,26604.0
Nebraska,31027,Cedar,8852.0,8380.0
Nebraska,31029,Chase,3966.0,3895.0
Nebraska,31031,Cherry,5713.0,5453.0
Nebraska,31033,Cheyenne,9998.0,9464.0
Nebraska,31035,Clay,6542.0,6099.0
Nebraska,31037,Colfax,10515.0,10580.0
Nebraska,31039,Cuming,9139.0,9010.0
Nebraska,31041,Custer,10939.0,10532.0
Nebraska,31043,Dakota,21006.0,21587.0
Nebraska,31045,Dawes,9182.0,8200.0
Nebraska,31047,Dawson,24326.0,24109.0
Nebraska,31049,Deuel,1941.0,1837.0
Nebraska,31051,Dixon,6000.0,5611.0
Nebraska,31053,Dodge,36691.0,37171.0
Nebraska,31055,Douglas,517110.0,584531.0
Nebraska,31057,Dundy,2008.0,1657.0
Nebraska,31059,Fillmore,5890.0,5559.0
Nebraska,31061,Franklin,3225.0,2889.0
Nebraska,31063,Frontier,2756.0,2515.0
Nebraska,31065,Furnas,4959.0,4632.0
Nebraska,31067,Gage,22311.0,21707.0
Nebraska,31069,Garden,2057.0,1873.0
Nebraska,31071,Garfield,2049.0,1815.0
Nebraska,31073,Gosper,2044.0,1895.0
Nebraska,31075,Grant,614.0,611.0
Nebraska,31077,Greeley,2538.0,2189.0
Nebraska,31079,Hall,58607.0,62893.0
Nebraska,31081,Hamilton,9124.0,9424.0
Nebraska,31083,Harlan,3423.0,3076.0
Nebraska,31085,Hayes,967.0,859.0
Nebraska,31087,Hitchcock,2908.0,2612.0
Nebraska,31089,Holt,10435.0,10120.0
Nebraska,31091,Hooker,736.0,709.0
Nebraska,31093,Howard,6274.0,6470.0
Nebraska,31095,Jefferson,7547.0,7240.0
Nebraska,31097,Johnson,5217.0,5287.0
Nebraska,31099,Kearney,6489.0,6683.0
Nebraska,31101,Keith,8368.0,8327.0
Nebraska,31103,Keya Paha,824.0,769.0
Nebraska,31105,Kimball,3821.0,3439.0
Nebraska,31107,Knox,8701.0,8393.0
Nebraska,31109,Lancaster,285407.0,322613.0
Nebraska,31111,Lincoln,36288.0,34674.0
Nebraska,31113,Logan,763.0,718.0
Nebraska,31115,Loup,632.0,609.0
Nebraska,31119,Madison,34876.0,35589.0
Nebraska,31117,Mcpherson,539.0,400.0
Nebraska,31121,Merrick,7845.0,7665.0
Nebraska,31123,Morrill,5042.0,4562.0
Nebraska,31125,Nance,3735.0,3376.0
Nebraska,31127,Nemaha,7248.0,7073.0
Nebraska,31129,Nuckolls,4500.0,4097.0
Nebraska,31131,Otoe,15740.0,15910.0
Nebraska,31133,Pawnee,2773.0,2545.0
Nebraska,31135,Perkins,2970.0,2856.0
Nebraska,31137,Phelps,9188.0,8971.0
Nebraska,31139,Pierce,7266.0,7319.0
Nebraska,31141,Platte,32237.0,34295.0
Nebraska,31143,Polk,5406.0,5215.0
Nebraska,31145,Red Willow,11055.0,10701.0
Nebraska,31147,Richardson,8363.0,7872.0
Nebraska,31149,Rock,1526.0,1263.0
Nebraska,31151,Saline,14200.0,14767.0
Nebraska,31153,Sarpy,158840.0,190597.0
Nebraska,31155,Saunders,20780.0,22281.0
Nebraska,31157,Scotts Bluff,36970.0,36094.0
Nebraska,31159,Seward,16750.0,17608.0
Nebraska,31161,Sheridan,5469.0,5125.0
Nebraska,31163,Sherman,3152.0,2959.0
Nebraska,31165,Sioux,1311.0,1131.0
Nebraska,31167,Stanton,6129.0,5850.0
Nebraska,31169,Thayer,5228.0,5033.0
Nebraska,31171,Thomas,647.0,669.0
Nebraska,31173,Thurston,6940.0,6779.0
Nebraska,31175,Valley,4260.0,4057.0
Nebraska,31177,Washington,20234.0,20862.0
Nebraska,31179,Wayne,9595.0,9699.0
Nebraska,31181,Webster,3812.0,3398.0
Nebraska,31183,Wheeler,818.0,772.0
Nebraska,31185,York,13665.0,14126.0
Nevada,32510,Carson City,55274.0,58646.0
Nevada,32001,Churchill,24877.0,25518.0
Nevada,32003,Clark,1951269.0,2265475.0
Nevada,32005,Douglas,46997.0,49482.0
Nevada,32007,Elko,48818.0,53700.0
Nevada,32009,Esmeralda,783.0,730.0
Nevada,32011,Eureka,1987.0,1852.0
Nevada,32013,Humboldt,16528.0,17284.0
Nevada,32015,Lander,5775.0,5733.0
Nevada,32017,Lincoln,5345.0,4505.0
Nevada,32019,Lyon,51980.0,59236.0
Nevada,32021,Mineral,4772.0,4553.0
Nevada,32023,Nye,43946.0,51588.0
Nevada,32027,Pershing,6753.0,6646.0
Nevada,32029,Storey,4010.0,4100.0
Nevada,32031,Washoe,421407.0,486493.0
Nevada,32033,White Pine,10030.0,9076.0
New Hampshire,33001,Belknap,60088.0,63707.0
New Hampshire,33003,Carroll,47818.0,50105.0
New Hampshire,33005,Cheshire,77117.0,76454.0
New Hampshire,33007,Coos,33055.0,31260.0
New Hampshire,33009,Grafton,89118.0,91122.0
New Hampshire,33011,Hillsborough,400721.0,422938.0
New Hampshire,33013,Merrimack,146445.0,153805.0
New Hampshire,33015,Rockingham,295223.0,314180.0
New Hampshire,33017,Strafford,123143.0,130895.0
New Hampshire,33019,Sullivan,43742.0,43058.0
New Jersey,34001,Atlantic,274549.0,274536.0
New Jersey,34003,Bergen,905116.0,955743.0
New Jersey,34005,Burlington,448734.0,461869.0
New Jersey,34007,Camden,513657.0,523498.0
New Jersey,34009,Cape May,97265.0,95262.0
New Jersey,34011,Cumberland,156898.0,154160.0
New Jersey,34013,Essex,783969.0,862768.0
New Jersey,34015,Gloucester,288288.0,302273.0
New Jersey,34017,Hudson,634266.0,724858.0
New Jersey,34019,Hunterdon,128349.0,128950.0
New Jersey,34021,Mercer,366513.0,387328.0
New Jersey,34023,Middlesex,809858.0,863202.0
New Jersey,34025,Monmouth,630380.0,643612.0
New Jersey,34027,Morris,492276.0,509288.0
New Jersey,34029,Ocean,576567.0,637235.0
New Jersey,34031,Passaic,501226.0,525054.0
New Jersey,34033,Salem,66083.0,64830.0
New Jersey,34035,Somerset,323444.0,345353.0
New Jersey,34037,Sussex,149265.0,144220.0
New Jersey,34039,Union,536499.0,575363.0
New Jersey,34041,Warren,108692.0,109637.0
New Mexico,35001,Bernalillo,662564.0,676452.0
New Mexico,35003,Catron,3725.0,3577.0
New Mexico,35005,Chaves,65645.0,65156.0
New Mexico,35006,Cibola,27213.0,27175.0
New Mexico,35007,Colfax,13750.0,12384.0
New Mexico,35009,Curry,48376.0,48426.0
New Mexico,35011,De Baca,2022.0,1695.0
New Mexico,35013,Dona Ana,209233.0,219569.0
New Mexico,35015,Eddy,53829.0,62314.0
New Mexico,35017,Grant,29514.0,28191.0
New Mexico,35019,Guadalupe,4687.0,4450.0
New Mexico,35021,Harding,695.0,653.0
New Mexico,35023,Hidalgo,4894.0,4179.0
New Mexico,35025,Lea,64727.0,74457.0
New Mexico,35027,Lincoln,20497.0,20266.0
New Mexico,35028,Los Alamos,17950.0,19420.0
New Mexico,35029,Luna,25095.0,25426.0
New Mexico,35031,Mckinley,71492.0,72904.0
New Mexico,35033,Mora,4881.0,4184.0
New Mexico,35035,Otero,63797.0,67835.0
New Mexico,35037,Quay,9041.0,8743.0
New Mexico,35039,Rio Arriba,40246.0,40360.0
New Mexico,35041,Roosevelt,19846.0,19188.0
New Mexico,35045,San Juan,130044.0,121666.0
New Mexico,35047,San Miguel,29393.0,27202.0
New Mexico,35043,Sandoval,131561.0,148834.0
New Mexico,35049,Santa Fe,144170.0,154821.0
New Mexico,35051,Sierra,11988.0,11573.0
New Mexico,35053,Socorro,17866.0,16594.0
New Mexico,35055,Taos,32937.0,34490.0
New Mexico,35057,Torrance,16383.0,15052.0
New Mexico,35059,Union,4549.0,4082.0
New Mexico,35061,Valencia,76569.0,76207.0
New York,36001,Albany,304204.0,314851.0
New York,36003,Allegany,48946.0,46450.0
New York,36005,Bronx,1385108.0,1472653.0
New York,36007,Broome,200600.0,198683.0
New York,36009,Cattaraugus,80317.0,77034.0
New York,36011,Cayuga,80026.0,76253.0
New York,36013,Chautauqua,134905.0,127657.0
New York,36015,Chemung,88830.0,84142.0
New York,36017,Chenango,50477.0,47220.0
New York,36019,Clinton,82128.0,79838.0
New York,36021,Columbia,63096.0,61560.0
New York,36023,Cortland,49336.0,46800.0
New York,36025,Delaware,47980.0,44311.0
New York,36027,Dutchess,297488.0,297021.0
New York,36029,Erie,919040.0,954231.0
New York,36031,Essex,39370.0,37374.0
New York,36033,Franklin,51599.0,47573.0
New York,36035,Fulton,55531.0,53333.0
New York,36037,Genesee,60079.0,58383.0
New York,36039,Greene,49221.0,47932.0
New York,36041,Hamilton,4836.0,5105.0
New York,36043,Herkimer,64519.0,60144.0
New York,36045,Jefferson,116229.0,116711.0
New York,36047,Kings,2504700.0,2736119.0
New York,36049,Lewis,27087.0,26587.0
New York,36051,Livingston,65393.0,61840.0
New York,36053,Madison,73442.0,68017.0
New York,36055,Monroe,744344.0,759430.0
New York,36057,Montgomery,50219.0,49527.0
New York,36059,Nassau,1339532.0,1395767.0
New York,36061,New York,1585873.0,1694250.0
New York,36063,Niagara,216469.0,212666.0
New York,36065,Oneida,234878.0,232113.0
New York,36067,Onondaga,467026.0,476523.0
New York,36069,Ontario,107931.0,112485.0
New York,36071,Orange,372813.0,401315.0
New York,36073,Orleans,42883.0,40357.0
New York,36075,Oswego,122109.0,117528.0
New York,36077,Otsego,62259.0,58528.0
New York,36079,Putnam,99710.0,97678.0
New York,36081,Queens,2230722.0,2405425.0
New York,36083,Rensselaer,159429.0,161124.0
New York,36085,Richmond,468730.0,495752.0
New York,36087,Rockland,311687.0,338337.0
New York,36091,Saratoga,219607.0,235502.0
New York,36093,Schenectady,154727.0,158052.0
New York,36095,Schoharie,32749.0,29718.0
New York,36097,Schuyler,18343.0,17894.0
New York,36099,Seneca,35251.0,33816.0
New York,36089,St. Lawrence,111944.0,108501.0
New York,36101,Steuben,98990.0,93571.0
New York,36103,Suffolk,1493350.0,1525894.0
New York,36105,Sullivan,77547.0,78613.0
New York,36107,Tioga,51125.0,48452.0
New York,36109,Tompkins,101564.0,105737.0
New York,36111,Ulster,182493.0,181841.0
New York,36113,Warren,65707.0,65737.0
New York,36115,Washington,63216.0,61297.0
New York,36117,Wayne,93772.0,91286.0
New York,36119,Westchester,949113.0,1004469.0
New York,36121,Wyoming,42155.0,40544.0
New York,36123,Yates,25348.0,24769.0
North Carolina,37001,Alamance,151131.0,171426.0
North Carolina,37003,Alexander,37198.0,36444.0
North Carolina,37005,Alleghany,11155.0,10883.0
North Carolina,37007,Anson,26948.0,22054.0
North Carolina,37009,Ashe,27281.0,26582.0
North Carolina,37011,Avery,17797.0,17810.0
North Carolina,37013,Beaufort,47759.0,44659.0
North Carolina,37015,Bertie,21282.0,17934.0
North Carolina,37017,Bladen,35190.0,29619.0
North Carolina,37019,Brunswick,107431.0,136695.0
North Carolina,37021,Buncombe,238318.0,269431.0
North Carolina,37023,Burke,90912.0,87551.0
North Carolina,37025,Cabarrus,178011.0,225791.0
North Carolina,37027,Caldwell,83029.0,80678.0
North Carolina,37029,Camden,9980.0,10357.0
North Carolina,37031,Carteret,66469.0,67685.0
North Carolina,37033,Caswell,23719.0,22733.0
North Carolina,37035,Catawba,154358.0,160597.0
North Carolina,37037,Chatham,63505.0,76260.0
North Carolina,37039,Cherokee,27444.0,28769.0
North Carolina,37041,Chowan,14793.0,13707.0
North Carolina,37043,Clay,10587.0,11084.0
North Carolina,37045,Cleveland,98078.0,99526.0
North Carolina,37047,Columbus,58098.0,50629.0
North Carolina,37049,Craven,103505.0,100722.0
North Carolina,37051,Cumberland,319431.0,334733.0
North Carolina,37053,Currituck,23547.0,28104.0
North Carolina,37055,Dare,33920.0,36913.0
North Carolina,37057,Davidson,162878.0,168927.0
North Carolina,37059,Davie,41240.0,42720.0
North Carolina,37061,Duplin,58505.0,48703.0
North Carolina,37063,Durham,267587.0,324846.0
North Carolina,37065,Edgecombe,56552.0,48898.0
North Carolina,37067,Forsyth,350670.0,382599.0
North Carolina,37069,Franklin,60619.0,68621.0
North Carolina,37071,Gaston,206086.0,227943.0
North Carolina,37073,Gates,12197.0,10478.0
North Carolina,37075,Graham,8861.0,8028.0
North Carolina,37077,Granville,59916.0,61003.0
North Carolina,37079,Greene,21362.0,20454.0
North Carolina,37081,Guilford,488406.0,541297.0
North Carolina,37083,Halifax,54691.0,48625.0
North Carolina,37085,Harnett,114678.0,133571.0
North Carolina,37087,Haywood,59036.0,62088.0
North Carolina,37089,Henderson,106740.0,116310.0
North Carolina,37091,Hertford,24669.0,21553.0
North Carolina,37093,Hoke,46952.0,52074.0
North Carolina,37095,Hyde,5810.0,4588.0
North Carolina,37097,Iredell,159437.0,186685.0
North Carolina,37099,Jackson,40271.0,43108.0
North Carolina,37101,Johnston,168878.0,215994.0
North Carolina,37103,Jones,10153.0,9174.0
North Carolina,37105,Lee,57866.0,63280.0
North Carolina,37107,Lenoir,59495.0,55123.0
North Carolina,37109,Lincoln,78265.0,86829.0
North Carolina,37113,Macon,33922.0,37019.0
North Carolina,37115,Madison,20764.0,21192.0
North Carolina,37117,Martin,24505.0,22032.0
North Carolina,37111,Mcdowell,44996.0,44582.0
North Carolina,37119,Mecklenburg,919628.0,1115534.0
North Carolina,37121,Mitchell,15579.0,14899.0
North Carolina,37123,Montgomery,27798.0,25760.0
North Carolina,37125,Moore,88247.0,99745.0
North Carolina,37127,Nash,95840.0,94967.0
North Carolina,37129,New Hanover,202667.0,225707.0
North Carolina,37131,Northampton,22099.0,17469.0
North Carolina,37133,Onslow,177772.0,204576.0
North Carolina,37135,Orange,133801.0,148717.0
North Carolina,37137,Pamlico,13144.0,12270.0
North Carolina,37139,Pasquotank,40661.0,40567.0
North Carolina,37141,Pender,52217.0,60199.0
North Carolina,37143,Perquimans,13453.0,13008.0
North Carolina,37145,Person,39464.0,39088.0
North Carolina,37147,Pitt,168148.0,170242.0
North Carolina,37149,Polk,20510.0,19335.0
North Carolina,37151,Randolph,141752.0,144147.0
North Carolina,37153,Richmond,46639.0,42948.0
North Carolina,37155,Robeson,134168.0,116514.0
North Carolina,37157,Rockingham,93643.0,91104.0
North Carolina,37159,Rowan,138428.0,146884.0
North Carolina,37161,Rutherford,67810.0,64446.0
North Carolina,37163,Sampson,63431.0,59042.0
North Carolina,37165,Scotland,36157.0,34177.0
North Carolina,37167,Stanly,60585.0,62505.0
North Carolina,37169,Stokes,47401.0,44524.0
North Carolina,37171,Surry,73673.0,71367.0
North Carolina,37173,Swain,13981.0,14117.0
North Carolina,37175,Transylvania,33090.0,32984.0
North Carolina,37177,Tyrrell,4407.0,3249.0
North Carolina,37179,Union,201292.0,238234.0
North Carolina,37181,Vance,45422.0,42569.0
North Carolina,37183,Wake,900993.0,1129352.0
North Carolina,37185,Warren,20972.0,18639.0
North Carolina,37187,Washington,13228.0,11004.0
North Carolina,37189,Watauga,51079.0,54077.0
North Carolina,37191,Wayne,122623.0,117321.0
North Carolina,37193,Wilkes,69340.0,65973.0
North Carolina,37195,Wilson,81234.0,78789.0
