state,fips,county,pop_2010,pop_2020
Iowa,19027,Carroll,20816.0,20759.0
Iowa,19029,Cass,13956.0,13134.0
Iowa,19031,Cedar,18499.0,18500.0
Iowa,19033,Cerro Gordo,44151.0,43129.0
Iowa,19035,Cherokee,12072.0,11657.0
Iowa,19037,Chickasaw,12439.0,12011.0
Iowa,19039,Clarke,9286.0,9754.0
Iowa,19041,Clay,16667.0,16380.0
Iowa,19043,Clayton,18129.0,17047.0
Iowa,19045,Clinton,49116.0,46459.0
Iowa,19047,Crawford,17096.0,16519.0
Iowa,19049,Dallas,66135.0,99732.0
Iowa,19051,Davis,8753.0,9109.0
Iowa,19053,Decatur,8457.0,7640.0
Iowa,19055,Delaware,17764.0,17484.0
Iowa,19057,Des Moines,40325.0,38910.0
Iowa,19059,Dickinson,16667.0,17703.0
Iowa,19061,Dubuque,93653.0,99275.0
Iowa,19063,Emmet,10302.0,9393.0
Iowa,19065,Fayette,20880.0,19510.0
Iowa,19067,Floyd,16303.0,15638.0
Iowa,19069,Franklin,10680.0,10019.0
Iowa,19071,Fremont,7441.0,6600.0
Iowa,19073,Greene,9336.0,8764.0
Iowa,19075,Grundy,12453.0,12326.0
Iowa,19077,Guthrie,10954.0,10621.0
Iowa,19079,Hamilton,15673.0,15037.0
Iowa,19081,Hancock,11341.0,10789.0
Iowa,19083,Hardin,17534.0,16879.0
Iowa,19085,Harrison,14928.0,14582.0
Iowa,19087,Henry,20145.0,20482.0
Iowa,19089,Howard,9566.0,9465.0
Iowa,19091,Humboldt,9815.0,9599.0
Iowa,19093,Ida,7089.0,7003.0
Iowa,19095,Iowa,16355.0,16665.0
Iowa,19097,Jackson,19848.0,19485.0
Iowa,19099,Jasper,36842.0,37805.0
Iowa,19101,Jefferson,16843.0,15665.0
Iowa,19103,Johnson,130882.0,152862.0
Iowa,19105,Jones,20638.0,20644.0
Iowa,19107,Keokuk,10511.0,10026.0
Iowa,19109,Kossuth,15543.0,14826.0
Iowa,19111,Lee,35862.0,33559.0
Iowa,19113,Linn,211226.0,230296.0
Iowa,19115,Louisa,11387.0,10830.0
Iowa,19117,Lucas,8898.0,8633.0
Iowa,19119,Lyon,11581.0,11936.0
Iowa,19121,Madison,15679.0,16546.0
Iowa,19123,Mahaska,22381.0,22190.0
Iowa,19125,Marion,33309.0,33418.0
Iowa,19127,Marshall,40648.0,40106.0
Iowa,19129,Mills,15059.0,14483.0
Iowa,19131,Mitchell,10776.0,10570.0
Iowa,19133,Monona,9243.0,8753.0
Iowa,19135,Monroe,7970.0,7570.0
Iowa,19137,Montgomery,10740.0,10329.0
Iowa,19139,Muscatine,42745.0,43240.0
Iowa,19141,O'Brien,14398.0,14181.0
Iowa,19143,Osceola,6462.0,6191.0
Iowa,19145,Page,15932.0,15207.0
Iowa,19147,Palo Alto,9421.0,8994.0
Iowa,19149,Plymouth,24986.0,25699.0
Iowa,19151,Pocahontas,7310.0,7075.0
Iowa,19153,Polk,430640.0,492410.0
Iowa,19155,Pottawattamie,93158.0,93666.0
Iowa,19157,Poweshiek,18914.0,18659.0
Iowa,19159,Ringgold,5131.0,4660.0
Iowa,19161,Sac,10350.0,9822.0
Iowa,19163,Scott,165224.0,174671.0
Iowa,19165,Shelby,12167.0,11760.0
Iowa,19167,Sioux,33704.0,35863.0
Iowa,19169,Story,89542.0,98533.0
Iowa,19171,Tama,17767.0,17133.0
Iowa,19173,Taylor,6317.0,5893.0
Iowa,19175,Union,12534.0,12142.0
Iowa,19177,Van Buren,7570.0,7206.0
Iowa,19179,Wapello,35625.0,35436.0
Iowa,19181,Warren,46225.0,52398.0
Iowa,19183,Washington,21704.0,22566.0
Iowa,19185,Wayne,6403.0,6502.0
Iowa,19187,Webster,38013.0,37002.0
Iowa,19189,Winnebago,10866.0,10683.0
Iowa,19191,Winneshiek,21056.0,20064.0
Iowa,19193,Woodbury,102172.0,105939.0
Iowa,19195,Worth,7598.0,7445.0
Iowa,19197,Wright,13229.0,12942.0
Kansas,20001,Allen,13371.0,12522.0
Kansas,20003,Anderson,8102.0,7834.0
Kansas,20005,Atchison,16924.0,16347.0
Kansas,20007,Barber,4861.0,4228.0
Kansas,20009,Barton,27674.0,25501.0
Kansas,20011,Bourbon,15173.0,14362.0
Kansas,20013,Brown,9984.0,9501.0
Kansas,20015,Butler,65880.0,67376.0
Kansas,20017,Chase,2790.0,2573.0
Kansas,20019,Chautauqua,3669.0,3384.0
Kansas,20021,Cherokee,21603.0,19367.0
Kansas,20023,Cheyenne,2726.0,2616.0
Kansas,20025,Clark,2215.0,1992.0
Kansas,20027,Clay,8535.0,8110.0
Kansas,20029,Cloud,9533.0,9035.0
Kansas,20031,Coffey,8601.0,8359.0
Kansas,20033,Comanche,1891.0,1685.0
Kansas,20035,Cowley,36311.0,34554.0
Kansas,20037,Crawford,39134.0,38971.0
Kansas,20039,Decatur,2961.0,2764.0
Kansas,20041,Dickinson,19754.0,18401.0
Kansas,20043,Doniphan,7945.0,7509.0
Kansas,20045,Douglas,110826.0,118779.0
Kansas,20047,Edwards,3037.0,2903.0
Kansas,20049,Elk,2882.0,2486.0
Kansas,20051,Ellis,28452.0,28935.0
Kansas,20053,Ellsworth,6497.0,6382.0
Kansas,20055,Finney,36776.0,38466.0
Kansas,20057,Ford,33848.0,34288.0
Kansas,20059,Franklin,25992.0,25983.0
Kansas,20061,Geary,34362.0,36735.0
Kansas,20063,Gove,2695.0,2722.0
Kansas,20065,Graham,2597.0,2412.0
Kansas,20067,Grant,7829.0,7352.0
Kansas,20069,Gray,6006.0,5655.0
Kansas,20071,Greeley,1247.0,1282.0
Kansas,20073,Greenwood,6689.0,6018.0
Kansas,20075,Hamilton,2690.0,2517.0
Kansas,20077,Harper,6034.0,5490.0
Kansas,20079,Harvey,34684.0,34019.0
Kansas,20081,Haskell,4256.0,3781.0
Kansas,20083,Hodgeman,1916.0,1721.0
Kansas,20085,Jackson,13462.0,13231.0
Kansas,20087,Jefferson,19126.0,18360.0
Kansas,20089,Jewell,3077.0,2929.0
Kansas,20091,Johnson,544179.0,609877.0
Kansas,20093,Kearny,3977.0,3982.0
Kansas,20095,Kingman,7858.0,7473.0
Kansas,20097,Kiowa,2553.0,2461.0
Kansas,20099,Labette,21607.0,20191.0
Kansas,20101,Lane,1750.0,1573.0
Kansas,20103,Leavenworth,76227.0,81901.0
Kansas,20105,Lincoln,3241.0,2940.0
Kansas,20107,Linn,9656.0,9592.0
Kansas,20109,Logan,2756.0,2758.0
Kansas,20111,Lyon,33690.0,32178.0
Kansas,20115,Marion,12660.0,11834.0
Kansas,20117,Marshall,10117.0,10034.0
Kansas,20113,Mcpherson,29180.0,30221.0
Kansas,20119,Meade,4575.0,4062.0
Kansas,20121,Miami,32787.0,34193.0
Kansas,20123,Mitchell,6373.0,5792.0
Kansas,20125,Montgomery,35471.0,31492.0
Kansas,20127,Morris,5923.0,5391.0
Kansas,20129,Morton,3233.0,2700.0
Kansas,20131,Nemaha,10178.0,10274.0
Kansas,20133,Neosho,16512.0,15900.0
Kansas,20135,Ness,3107.0,2682.0
Kansas,20137,Norton,5671.0,5457.0
Kansas,20139,Osage,16295.0,15765.0
Kansas,20141,Osborne,3858.0,3494.0
Kansas,20143,Ottawa,6091.0,5729.0
Kansas,20145,Pawnee,6973.0,6254.0
Kansas,20147,Phillips,5642.0,4973.0
Kansas,20149,Pottawatomie,21604.0,25343.0
Kansas,20151,Pratt,9656.0,9153.0
Kansas,20153,Rawlins,2519.0,2566.0
Kansas,20155,Reno,64511.0,61883.0
Kansas,20157,Republic,4980.0,4669.0
Kansas,20159,Rice,10083.0,9426.0
Kansas,20161,Riley,71115.0,71964.0
Kansas,20163,Rooks,5181.0,4918.0
Kansas,20165,Rush,3307.0,2951.0
Kansas,20167,Russell,6970.0,6691.0
Kansas,20169,Saline,55606.0,54297.0
Kansas,20171,Scott,4936.0,5152.0
Kansas,20173,Sedgwick,498365.0,523836.0
Kansas,20175,Seward,22952.0,21963.0
Kansas,20177,Shawnee,177934.0,178907.0
Kansas,20179,Sheridan,2556.0,2442.0
Kansas,20181,Sherman,6010.0,5926.0
Kansas,20183,Smith,3853.0,3575.0
Kansas,20185,Stafford,4437.0,4064.0
Kansas,20187,Stanton,2235.0,2085.0
Kansas,20189,Stevens,5724.0,5249.0
Kansas,20191,Sumner,24132.0,22376.0
Kansas,20193,Thomas,7900.0,7930.0
Kansas,20195,Trego,3001.0,2805.0
Kansas,20197,Wabaunsee,7053.0,6876.0
Kansas,20199,Wallace,1485.0,1512.0
Kansas,20201,Washington,5799.0,5530.0
Kansas,20203,Wichita,2234.0,2153.0
Kansas,20205,Wilson,9409.0,8629.0
Kansas,20207,Woodson,3309.0,3123.0
Kansas,20209,Wyandotte,157505.0,169231.0
Kentucky,21001,Adair,18656.0,18904.0
Kentucky,21003,Allen,19956.0,20580.0
Kentucky,21005,Anderson,21421.0,23863.0
Kentucky,21007,Ballard,8249.0,7730.0
Kentucky,21009,Barren,42173.0,44481.0
Kentucky,21011,Bath,11591.0,12747.0
Kentucky,21013,Bell,28691.0,24100.0
Kentucky,21015,Boone,118811.0,135988.0
Kentucky,21017,Bourbon,19985.0,20246.0
Kentucky,21019,Boyd,49542.0,48258.0
Kentucky,21021,Boyle,28432.0,30614.0
Kentucky,21023,Bracken,8488.0,8401.0
Kentucky,21025,Breathitt,13878.0,13715.0
Kentucky,21027,Breckinridge,20059.0,20435.0
Kentucky,21029,Bullitt,74319.0,82231.0
Kentucky,21031,Butler,12690.0,12369.0
Kentucky,21033,Caldwell,12984.0,12647.0
Kentucky,21035,Calloway,37191.0,37544.0
Kentucky,21037,Campbell,90336.0,93068.0
Kentucky,21039,Carlisle,5104.0,4820.0
Kentucky,21041,Carroll,10811.0,10798.0
Kentucky,21043,Carter,27720.0,26626.0
Kentucky,21045,Casey,15955.0,15939.0
Kentucky,21047,Christian,73955.0,72813.0
Kentucky,21049,Clark,35613.0,36987.0
Kentucky,21051,Clay,21730.0,20339.0
Kentucky,21053,Clinton,10272.0,9253.0
Kentucky,21055,Crittenden,9315.0,8988.0
Kentucky,21057,Cumberland,6856.0,5884.0
Kentucky,21059,Daviess,96656.0,103324.0
Kentucky,21061,Edmonson,12161.0,12132.0
Kentucky,21063,Elliott,7852.0,7352.0
Kentucky,21065,Estill,14672.0,14164.0
Kentucky,21067,Fayette,295803.0,322564.0
Kentucky,21069,Fleming,14348.0,15087.0
Kentucky,21071,Floyd,39451.0,35941.0
Kentucky,21073,Franklin,49285.0,51540.0
Kentucky,21075,Fulton,6813.0,6513.0
Kentucky,21077,Gallatin,8589.0,8693.0
Kentucky,21079,Garrard,16912.0,16946.0
Kentucky,21081,Grant,24662.0,24945.0
Kentucky,21083,Graves,37121.0,36654.0
Kentucky,21085,Grayson,25746.0,26421.0
Kentucky,21087,Green,11258.0,11110.0
Kentucky,21089,Greenup,36910.0,35958.0
Kentucky,21091,Hancock,8565.0,9093.0
Kentucky,21093,Hardin,105543.0,110696.0
Kentucky,21095,Harlan,29278.0,26833.0
Kentucky,21097,Harrison,18846.0,18692.0
Kentucky,21099,Hart,18199.0,19281.0
Kentucky,21101,Henderson,46250.0,44798.0
Kentucky,21103,Henry,15416.0,15681.0
Kentucky,21105,Hickman,4902.0,4521.0
Kentucky,21107,Hopkins,46920.0,45421.0
Kentucky,21109,Jackson,13494.0,12957.0
Kentucky,21111,Jefferson,741096.0,782964.0
Kentucky,21113,Jessamine,48586.0,52990.0
Kentucky,21115,Johnson,23356.0,22679.0
Kentucky,21117,Kenton,159720.0,169042.0
Kentucky,21119,Knott,16346.0,14246.0
Kentucky,21121,Knox,31883.0,30197.0
Kentucky,21123,Larue,14193.0,14861.0
Kentucky,21125,Laurel,58849.0,62608.0
Kentucky,21127,Lawrence,15860.0,16291.0
Kentucky,21129,Lee,7887.0,7391.0
Kentucky,21131,Leslie,11310.0,10513.0
Kentucky,21133,Letcher,24519.0,21550.0
Kentucky,21135,Lewis,13870.0,13083.0
Kentucky,21137,Lincoln,24742.0,24281.0
Kentucky,21139,Livingston,9519.0,8888.0
Kentucky,21141,Logan,26835.0,27429.0
Kentucky,21143,Lyon,8314.0,8685.0
Kentucky,21151,Madison,82916.0,92705.0
Kentucky,21153,Magoffin,13333.0,11638.0
Kentucky,21155,Marion,19820.0,19579.0
Kentucky,21157,Marshall,31448.0,31664.0
Kentucky,21159,Martin,12929.0,11290.0
Kentucky,21161,Mason,17490.0,17122.0
Kentucky,21145,Mccracken,65565.0,67872.0
Kentucky,21147,Mccreary,18306.0,16886.0
Kentucky,21149,Mclean,9531.0,9153.0
Kentucky,21163,Meade,28602.0,30005.0
Kentucky,21165,Menifee,6306.0,6114.0
Kentucky,21167,Mercer,21331.0,22644.0
Kentucky,21169,Metcalfe,10099.0,10290.0
Kentucky,21171,Monroe,10963.0,11336.0
Kentucky,21173,Montgomery,26499.0,28109.0
Kentucky,21175,Morgan,13923.0,13729.0
Kentucky,21177,Muhlenberg,31499.0,30933.0
Kentucky,21179,Nelson,43437.0,46727.0
Kentucky,21181,Nicholas,7135.0,7532.0
Kentucky,21183,Ohio,23842.0,23771.0
Kentucky,21185,Oldham,60316.0,67607.0
Kentucky,21187,Owen,10841.0,11267.0
Kentucky,21189,Owsley,4755.0,4053.0
Kentucky,21191,Pendleton,14877.0,14648.0
Kentucky,21193,Perry,28712.0,28470.0
Kentucky,21195,Pike,65024.0,58663.0
Kentucky,21197,Powell,12613.0,13125.0
Kentucky,21199,Pulaski,63063.0,65039.0
Kentucky,21201,Robertson,2282.0,2195.0
Kentucky,21203,Rockcastle,17056.0,16036.0
Kentucky,21205,Rowan,23333.0,24656.0
Kentucky,21207,Russell,17565.0,17996.0
Kentucky,21209,Scott,47173.0,57160.0
Kentucky,21211,Shelby,42074.0,48101.0
Kentucky,21213,Simpson,17327.0,19601.0
Kentucky,21215,Spencer,17061.0,19433.0
Kentucky,21217,Taylor,24512.0,26020.0
Kentucky,21219,Todd,12460.0,12248.0
Kentucky,21221,Trigg,14339.0,14053.0
Kentucky,21223,Trimble,8809.0,8468.0
Kentucky,21225,Union,15007.0,13670.0
Kentucky,21227,Warren,113792.0,134558.0
Kentucky,21229,Washington,11717.0,12029.0
Kentucky,21231,Wayne,20813.0,19554.0
Kentucky,21233,Webster,13621.0,13014.0
Kentucky,21235,Whitley,35637.0,36714.0
Kentucky,21237,Wolfe,7355.0,6564.0
Kentucky,21239,Woodford,24939.0,26873.0
Louisiana,22001,Acadia,61773.0,57571.0
Louisiana,22003,Allen,25764.0,22752.0
Louisiana,22005,Ascension,107215.0,126499.0
Louisiana,22007,Assumption,23421.0,21046.0
Louisiana,22009,Avoyelles,42073.0,39692.0
Louisiana,22011,Beauregard,35654.0,36555.0
Louisiana,22013,Bienville,14353.0,12983.0
Louisiana,22015,Bossier,116979.0,128732.0
Louisiana,22017,Caddo,254969.0,237865.0
Louisiana,22019,Calcasieu,192768.0,216783.0
Louisiana,22021,Caldwell,10132.0,9646.0
Louisiana,22023,Cameron,6839.0,5619.0
Louisiana,22025,Catahoula,10407.0,8905.0
Louisiana,22027,Claiborne,17195.0,14168.0
Louisiana,22029,Concordia,20822.0,18680.0
Louisiana,22031,De Soto,26656.0,26812.0
Louisiana,22033,East Baton Rouge,440171.0,456783.0
Louisiana,22035,East Carroll,7759.0,7459.0
Louisiana,22037,East Feliciana,20267.0,19541.0
Louisiana,22039,Evangeline,33984.0,32342.0
Louisiana,22041,Franklin,20767.0,19773.0
Louisiana,22043,Grant,22309.0,22171.0
Louisiana,22045,Iberia,73240.0,70288.0
Louisiana,22047,Iberville,33387.0,30242.0
Louisiana,22049,Jackson,16274.0,15036.0
Louisiana,22051,Jefferson,432552.0,440783.0
Louisiana,22053,Jefferson Davis,31594.0,32249.0
Louisiana,22059,La Salle,14890.0,14797.0
Louisiana,22055,Lafayette,221578.0,241737.0
Louisiana,22057,Lafourche,96318.0,97565.0
Louisiana,22061,Lincoln,46735.0,48401.0
Louisiana,22063,Livingston,128026.0,142282.0
Louisiana,22065,Madison,12093.0,10017.0
Louisiana,22067,Morehouse,27979.0,25638.0
Louisiana,22069,Natchitoches,39566.0,37516.0
Louisiana,22071,Orleans,343829.0,383997.0
Louisiana,22073,Ouachita,153720.0,160370.0
Louisiana,22075,Plaquemines,23042.0,23515.0
Louisiana,22077,Pointe Coupee,22802.0,20755.0
Louisiana,22079,Rapides,131613.0,130013.0
Louisiana,22081,Red River,9091.0,7619.0
Louisiana,22083,Richland,20725.0,20041.0
Louisiana,22085,Sabine,24233.0,22149.0
Louisiana,22087,St. Bernard,35897.0,43765.0
Louisiana,22089,St. Charles,52780.0,52548.0
Louisiana,22091,St. Helena,11203.0,10922.0
Louisiana,22093,St. James,22102.0,20197.0
Louisiana,22095,St. John The Baptist,45924.0,42481.0
Louisiana,22097,St. Landry,83384.0,82557.0
Louisiana,22099,St. Martin,52160.0,51768.0
Louisiana,22101,St. Mary,54650.0,49398.0
Louisiana,22103,St. Tammany,233740.0,264571.0
Louisiana,22105,Tangipahoa,121097.0,133162.0
Louisiana,22107,Tensas,5252.0,4147.0
Louisiana,22109,Terrebonne,111860.0,109577.0
Louisiana,22111,Union,22721.0,21105.0
Louisiana,22113,Vermilion,57999.0,57006.0
Louisiana,22115,Vernon,52334.0,48745.0
Louisiana,22117,Washington,47168.0,45463.0
Louisiana,22119,Webster,41207.0,36966.0
Louisiana,22121,West Baton Rouge,23788.0,27202.0
Louisiana,22123,West Carroll,11604.0,9757.0
Louisiana,22125,West Feliciana,15625.0,15308.0
Louisiana,22127,Winn,15313.0,13753.0
Maine,23001,Androscoggin,107702.0,111132.0
Maine,23003,Aroostook,71870.0,67099.0
Maine,23005,Cumberland,281674.0,303065.0
Maine,23007,Franklin,30768.0,29452.0
Maine,23009,Hancock,54418.0,55482.0
Maine,23011,Kennebec,122151.0,124503.0
Maine,23013,Knox,39736.0,40604.0
Maine,23015,Lincoln,34457.0,35248.0
Maine,23017,Oxford,57833.0,57765.0
Maine,23019,Penobscot,153923.0,152187.0
Maine,23021,Piscataquis,17535.0,16801.0
Maine,23023,Sagadahoc,35293.0,36703.0
Maine,23025,Somerset,52228.0,50481.0
Maine,23027,Waldo,38786.0,39596.0
Maine,23029,Washington,32856.0,31090.0
Maine,23031,York,197131.0,211969.0
Maryland,24001,Allegany,75087.0,68108.0
Maryland,24003,Anne Arundel,537656.0,588270.0
Maryland,24005,Baltimore,805029.0,854554.0
Maryland,24510,Baltimore City,620961.0,585690.0
Maryland,24009,Calvert,88737.0,92789.0
Maryland,24011,Caroline,33066.0,33292.0
Maryland,24013,Carroll,167134.0,172895.0
Maryland,24015,Cecil,101108.0,103724.0
Maryland,24017,Charles,146551.0,166621.0
Maryland,24019,Dorchester,32618.0,32529.0
Maryland,24021,Frederick,233385.0,271710.0
Maryland,24023,Garrett,30097.0,28807.0
Maryland,24025,Harford,244826.0,260922.0
Maryland,24027,Howard,287085.0,332316.0
Maryland,24029,Kent,20197.0,19198.0
Maryland,24031,Montgomery,971777.0,1062065.0
Maryland,24033,Prince George'S,863420.0,967215.0
Maryland,24035,Queen Anne'S,47798.0,49876.0
Maryland,24039,Somerset,26470.0,24615.0
Maryland,24037,St. Mary'S,105151.0,113777.0
Maryland,24041,Talbot,37782.0,37523.0
Maryland,24043,Washington,147430.0,154704.0
Maryland,24045,Wicomico,98733.0,103588.0
Maryland,24047,Worcester,51454.0,52465.0
Massachusetts,25001,Barnstable,215888.0,228995.0
Massachusetts,25003,Berkshire,131219.0,129039.0
Massachusetts,25005,Bristol,548285.0,579208.0
Massachusetts,25007,Dukes,16535.0,20605.0
Massachusetts,25009,Essex,743159.0,809827.0
Massachusetts,25011,Franklin,71372.0,71028.0
Massachusetts,25013,Hampden,463490.0,465839.0
Massachusetts,25015,Hampshire,158080.0,162316.0
Massachusetts,25017,Middlesex,1503085.0,1632028.0
Massachusetts,25019,Nantucket,10172.0,14251.0
Massachusetts,25021,Norfolk,670850.0,725932.0
Massachusetts,25023,Plymouth,494919.0,530819.0
Massachusetts,25025,Suffolk,722023.0,800930.0
Massachusetts,25027,Worcester,798552.0,862116.0
Michigan,26001,Alcona,10942.0,10169.0
Michigan,26003,Alger,9601.0,8836.0
Michigan,26005,Allegan,111408.0,120514.0
Michigan,26007,Alpena,29598.0,28912.0
Michigan,26009,Antrim,23580.0,23426.0
Michigan,26011,Arenac,15899.0,15003.0
Michigan,26013,Baraga,8860.0,8152.0
Michigan,26015,Barry,59173.0,62421.0
Michigan,26017,Bay,107771.0,103855.0
Michigan,26019,Benzie,17525.0,17964.0
Michigan,26021,Berrien,156813.0,154318.0
Michigan,26023,Branch,45248.0,44873.0
Michigan,26025,Calhoun,136146.0,134297.0
Michigan,26027,Cass,52293.0,51597.0
Michigan,26029,Charlevoix,25949.0,26056.0
Michigan,26031,Cheboygan,26152.0,25586.0
Michigan,26033,Chippewa,38520.0,36783.0
Michigan,26035,Clare,30926.0,30863.0
Michigan,26037,Clinton,75382.0,79130.0
Michigan,26039,Crawford,14074.0,12991.0
Michigan,26041,Delta,37069.0,36903.0
Michigan,26043,Dickinson,26168.0,25955.0
Michigan,26045,Eaton,107759.0,109165.0
Michigan,26047,Emmet,32694.0,34111.0
Michigan,26049,Genesee,425790.0,406217.0
Michigan,26051,Gladwin,25692.0,25387.0
Michigan,26053,Gogebic,16427.0,14376.0
Michigan,26055,Grand Traverse,86986.0,95251.0
Michigan,26057,Gratiot,42476.0,41762.0
Michigan,26059,Hillsdale,46688.0,45754.0
Michigan,26061,Houghton,36628.0,37354.0
Michigan,26063,Huron,33118.0,31398.0
Michigan,26065,Ingham,280895.0,284907.0
Michigan,26067,Ionia,63905.0,66791.0
Michigan,26069,Iosco,25887.0,25227.0
Michigan,26071,Iron,11817.0,11633.0
Michigan,26073,Isabella,70311.0,64396.0
Michigan,26075,Jackson,160248.0,160370.0
Michigan,26077,Kalamazoo,250331.0,261677.0
Michigan,26079,Kalkaska,17153.0,17941.0
Michigan,26081,Kent,602622.0,657977.0
Michigan,26083,Keweenaw,2156.0,2047.0
Michigan,26085,Lake,11539.0,12098.0
Michigan,26087,Lapeer,88319.0,88620.0
Michigan,26089,Leelanau,21708.0,22300.0
Michigan,26091,Lenawee,99892.0,99422.0
Michigan,26093,Livingston,180967.0,193861.0
Michigan,26095,Luce,6631.0,6414.0
Michigan,26097,Mackinac,11113.0,10830.0
Michigan,26099,Macomb,840978.0,881214.0
Michigan,26101,Manistee,24733.0,25030.0
Michigan,26103,Marquette,67077.0,66013.0
Michigan,26105,Mason,28705.0,29053.0
Michigan,26107,Mecosta,42798.0,39706.0
Michigan,26109,Menominee,24029.0,23499.0
Michigan,26111,Midland,83629.0,83487.0
Michigan,26113,Missaukee,14849.0,15055.0
Michigan,26115,Monroe,152021.0,154802.0
Michigan,26117,Montcalm,63342.0,66604.0
Michigan,26119,Montmorency,9765.0,9158.0
Michigan,26121,Muskegon,172188.0,174736.0
Michigan,26123,Newaygo,48460.0,49982.0
Michigan,26125,Oakland,1202362.0,1274402.0
Michigan,26127,Oceana,26570.0,26656.0
Michigan,26129,Ogemaw,21699.0,20768.0
Michigan,26131,Ontonagon,6780.0,5813.0
Michigan,26133,Osceola,23528.0,22892.0
Michigan,26135,Oscoda,8640.0,8220.0
Michigan,26137,Otsego,24164.0,25089.0
Michigan,26139,Ottawa,263801.0,296203.0
Michigan,26141,Presque Isle,13376.0,12988.0
Michigan,26143,Roscommon,24449.0,23455.0
Michigan,26145,Saginaw,200169.0,190129.0
Michigan,26151,Sanilac,43114.0,40612.0
Michigan,26153,Schoolcraft,8485.0,8050.0
Michigan,26155,Shiawassee,70648.0,68095.0
Michigan,26147,St. Clair,163040.0,160379.0
Michigan,26149,St. Joseph,61295.0,60942.0
Michigan,26157,Tuscola,55729.0,53322.0
Michigan,26159,Van Buren,76258.0,75585.0
Michigan,26161,Washtenaw,344791.0,372258.0
Michigan,26163,Wayne,1820584.0,1793914.0
Michigan,26165,Wexford,32735.0,33673.0
Minnesota,27001,Aitkin,16202.0,15706.0
Minnesota,27003,Anoka,330844.0,363904.0
Minnesota,27005,Becker,32504.0,35172.0
Minnesota,27007,Beltrami,44442.0,46238.0
Minnesota,27009,Benton,38451.0,41376.0
Minnesota,27011,Big Stone,5269.0,5168.0
Minnesota,27013,Blue Earth,64013.0,69114.0
Minnesota,27015,Brown,25893.0,25920.0
Minnesota,27017,Carlton,35386.0,36191.0
Minnesota,27019,Carver,91042.0,106919.0
Minnesota,27021,Cass,28567.0,30090.0
Minnesota,27023,Chippewa,12441.0,12605.0
Minnesota,27025,Chisago,53887.0,56619.0
Minnesota,27027,Clay,58999.0,65316.0
Minnesota,27029,Clearwater,8695.0,8528.0
Minnesota,27031,Cook,5176.0,5601.0
Minnesota,27033,Cottonwood,11687.0,11513.0
Minnesota,27035,Crow Wing,62500.0,66119.0
Minnesota,27037,Dakota,398552.0,439878.0
Minnesota,27039,Dodge,20087.0,20866.0
Minnesota,27041,Douglas,36009.0,38996.0
Minnesota,27043,Faribault,14553.0,13919.0
Minnesota,27045,Fillmore,20866.0,21237.0
Minnesota,27047,Freeborn,31255.0,30893.0
Minnesota,27049,Goodhue,46183.0,47580.0
Minnesota,27051,Grant,6018.0,6074.0
Minnesota,27053,Hennepin,1152425.0,1281571.0
Minnesota,27055,Houston,19027.0,18846.0
Minnesota,27057,Hubbard,20428.0,21350.0
Minnesota,27059,Isanti,37816.0,41139.0
Minnesota,27061,Itasca,45058.0,45014.0
Minnesota,27063,Jackson,10266.0,9994.0
Minnesota,27065,Kanabec,16239.0,16029.0
Minnesota,27067,Kandiyohi,42239.0,43726.0
Minnesota,27069,Kittson,4552.0,4227.0
Minnesota,27071,Koochiching,13311.0,12064.0
Minnesota,27073,Lac Qui Parle,7259.0,6719.0
Minnesota,27075,Lake,10866.0,10903.0
Minnesota,27077,Lake Of The Woods,4045.0,3765.0
Minnesota,27079,Le Sueur,27703.0,28667.0
Minnesota,27081,Lincoln,5896.0,5641.0
Minnesota,27083,Lyon,25857.0,25520.0
Minnesota,27087,Mahnomen,5413.0,5408.0
Minnesota,27089,Marshall,9439.0,9033.0
Minnesota,27091,Martin,20840.0,20027.0
Minnesota,27085,Mcleod,36651.0,36771.0
Minnesota,27093,Meeker,23300.0,23404.0
Minnesota,27095,Mille Lacs,26097.0,26473.0
Minnesota,27097,Morrison,33198.0,34026.0
Minnesota,27099,Mower,39163.0,40033.0
Minnesota,27101,Murray,8725.0,8168.0
Minnesota,27103,Nicollet,32727.0,34449.0
Minnesota,27105,Nobles,21378.0,22289.0
Minnesota,27107,Norman,6852.0,6443.0
Minnesota,27109,Olmsted,144248.0,162850.0
Minnesota,27111,Otter Tail,57303.0,60095.0
Minnesota,27113,Pennington,13930.0,13988.0
Minnesota,27115,Pine,29750.0,28889.0
Minnesota,27117,Pipestone,9596.0,9420.0
Minnesota,27119,Polk,31600.0,31185.0
Minnesota,27121,Pope,10995.0,11306.0
Minnesota,27123,Ramsey,508640.0,552355.0
Minnesota,27125,Red Lake,4089.0,3934.0
Minnesota,27127,Redwood,16059.0,15427.0
Minnesota,27129,Renville,15730.0,14724.0
Minnesota,27131,Rice,64142.0,67101.0
Minnesota,27133,Rock,9687.0,9693.0
Minnesota,27135,Roseau,15629.0,15330.0
Minnesota,27137,Saint Louis,200226.0,200233.0
Minnesota,27139,Scott,129928.0,150916.0
Minnesota,27141,Sherburne,88499.0,97189.0
Minnesota,27143,Sibley,15226.0,14825.0
Minnesota,27145,Stearns,150642.0,158296.0
Minnesota,27147,Steele,36576.0,37406.0
Minnesota,27149,Stevens,9726.0,9674.0
Minnesota,27151,Swift,9783.0,9830.0
Minnesota,27153,Todd,24895.0,25266.0
